"Label..Grouping.","State","Estimate","Margin.of.Error","Percent","Percent.Margin.of.Error","Year"
"Married couple families","California","(X)","(X)","5.40%","±0.1",2020
"With related children of the householder under 18 years","California","(X)","(X)","7.30%","±0.1",2020
"With related children of the householder under 5 years only","California","(X)","(X)","4.60%","±0.2",2020
"Families with female householder, no spouse present","California","(X)","(X)","21.50%","±0.3",2020
"With related children of the householder under 18 years","California","(X)","(X)","31.00%","±0.5",2020
"With related children of the householder under 5 years only","California","(X)","(X)","32.90%","±1.1",2020
"All people","California","(X)","(X)","12.60%","±0.1",2020
"Under 18 years","California","(X)","(X)","16.80%","±0.2",2020
"Related children of the householder under 18 years","California","(X)","(X)","16.50%","±0.2",2020
"Related children of the householder under 5 years","California","(X)","(X)","17.00%","±0.3",2020
"Related children of the householder 5 to 17 years","California","(X)","(X)","16.30%","±0.2",2020
"18 years and over","California","(X)","(X)","11.30%","±0.1",2020
"18 to 64 years","California","(X)","(X)","11.60%","±0.1",2020
"65 years and over","California","(X)","(X)","10.30%","±0.1",2020
"People in families","California","(X)","(X)","9.90%","±0.1",2020
"Unrelated individuals 15 years and over","California","(X)","(X)","24.90%","±0.1",2020
"All families","Colorado","(X)","(X)","6.10%","±0.2",2020
"With related children of the householder under 18 years","Colorado","(X)","(X)","9.50%","±0.3",2020
"With related children of the householder under 5 years only","Colorado","(X)","(X)","8.70%","±0.7",2020
"Married couple families","Colorado","(X)","(X)","3.40%","±0.1",2020
"With related children of the householder under 18 years","Colorado","(X)","(X)","4.60%","±0.3",2020
"With related children of the householder under 5 years only","Colorado","(X)","(X)","3.80%","±0.6",2020
"Families with female householder, no spouse present","Colorado","(X)","(X)","19.80%","±0.6",2020
"With related children of the householder under 18 years","Colorado","(X)","(X)","26.70%","±0.9",2020
"With related children of the householder under 5 years only","Colorado","(X)","(X)","33.40%","±3.1",2020
"All people","Colorado","(X)","(X)","9.80%","±0.2",2020
"Under 18 years","Colorado","(X)","(X)","11.50%","±0.4",2020
"Related children of the householder under 18 years","Colorado","(X)","(X)","11.20%","±0.4",2020
"Related children of the householder under 5 years","Colorado","(X)","(X)","12.30%","±0.6",2020
"Related children of the householder 5 to 17 years","Colorado","(X)","(X)","10.80%","±0.4",2020
"18 years and over","Colorado","(X)","(X)","9.30%","±0.1",2020
"18 to 64 years","Colorado","(X)","(X)","9.70%","±0.2",2020
"65 years and over","Colorado","(X)","(X)","7.40%","±0.2",2020
"People in families","Colorado","(X)","(X)","6.80%","±0.2",2020
"Unrelated individuals 15 years and over","Colorado","(X)","(X)","20.50%","±0.3",2020
"All families","Connecticut","(X)","(X)","6.70%","±0.2",2020
"With related children of the householder under 18 years","Connecticut","(X)","(X)","10.90%","±0.5",2020
"With related children of the householder under 5 years only","Connecticut","(X)","(X)","8.30%","±0.8",2020
"Married couple families","Connecticut","(X)","(X)","2.70%","±0.2",2020
"With related children of the householder under 18 years","Connecticut","(X)","(X)","3.70%","±0.3",2020
"With related children of the householder under 5 years only","Connecticut","(X)","(X)","2.40%","±0.6",2020
"Families with female householder, no spouse present","Connecticut","(X)","(X)","20.70%","±0.9",2020
"With related children of the householder under 18 years","Connecticut","(X)","(X)","28.70%","±1.3",2020
"With related children of the householder under 5 years only","Connecticut","(X)","(X)","26.70%","±2.9",2020
"All people","Connecticut","(X)","(X)","9.80%","±0.2",2020
"Under 18 years","Connecticut","(X)","(X)","13.00%","±0.5",2020
"Related children of the householder under 18 years","Connecticut","(X)","(X)","12.70%","±0.5",2020
"Related children of the householder under 5 years","Connecticut","(X)","(X)","14.00%","±0.8",2020
"Related children of the householder 5 to 17 years","Connecticut","(X)","(X)","12.30%","±0.6",2020
"18 years and over","Connecticut","(X)","(X)","8.90%","±0.2",2020
"18 to 64 years","Connecticut","(X)","(X)","9.40%","±0.2",2020
"65 years and over","Connecticut","(X)","(X)","7.20%","±0.3",2020
"People in families","Connecticut","(X)","(X)","7.10%","±0.2",2020
"Unrelated individuals 15 years and over","Connecticut","(X)","(X)","20.60%","±0.4",2020
"All families","Delaware","(X)","(X)","7.70%","±0.4",2020
"With related children of the householder under 18 years","Delaware","(X)","(X)","13.50%","±0.9",2020
"With related children of the householder under 5 years only","Delaware","(X)","(X)","13.10%","±2.5",2020
"Married couple families","Delaware","(X)","(X)","3.70%","±0.4",2020
"With related children of the householder under 18 years","Delaware","(X)","(X)","5.40%","±0.7",2020
"With related children of the householder under 5 years only","Delaware","(X)","(X)","3.60%","±1.3",2020
"Families with female householder, no spouse present","Delaware","(X)","(X)","21.50%","±1.6",2020
"With related children of the householder under 18 years","Delaware","(X)","(X)","30.10%","±2.3",2020
"With related children of the householder under 5 years only","Delaware","(X)","(X)","32.70%","±6.5",2020
"All people","Delaware","(X)","(X)","11.40%","±0.5",2020
"Under 18 years","Delaware","(X)","(X)","17.20%","±1.0",2020
"Related children of the householder under 18 years","Delaware","(X)","(X)","16.80%","±1.0",2020
"Related children of the householder under 5 years","Delaware","(X)","(X)","20.30%","±1.9",2020
"Related children of the householder 5 to 17 years","Delaware","(X)","(X)","15.60%","±1.0",2020
"18 years and over","Delaware","(X)","(X)","9.90%","±0.4",2020
"18 to 64 years","Delaware","(X)","(X)","10.90%","±0.5",2020
"65 years and over","Delaware","(X)","(X)","6.50%","±0.5",2020
"People in families","Delaware","(X)","(X)","8.70%","±0.5",2020
"Unrelated individuals 15 years and over","Delaware","(X)","(X)","22.40%","±0.9",2020
"All families","District of Columbia","(X)","(X)","11.30%","±0.6",2020
"With related children of the householder under 18 years","District of Columbia","(X)","(X)","17.90%","±1.3",2020
"With related children of the householder under 5 years only","District of Columbia","(X)","(X)","10.50%","±2.2",2020
"Married couple families","District of Columbia","(X)","(X)","3.20%","±0.6",2020
"With related children of the householder under 18 years","District of Columbia","(X)","(X)","4.40%","±1.2",2020
"With related children of the householder under 5 years only","District of Columbia","(X)","(X)","0.90%","±0.7",2020
"Families with female householder, no spouse present","District of Columbia","(X)","(X)","27.00%","±1.7",2020
"With related children of the householder under 18 years","District of Columbia","(X)","(X)","34.70%","±2.3",2020
"With related children of the householder under 5 years only","District of Columbia","(X)","(X)","31.50%","±6.2",2020
"All people","District of Columbia","(X)","(X)","15.50%","±0.5",2020
"Under 18 years","District of Columbia","(X)","(X)","22.80%","±1.5",2020
"Related children of the householder under 18 years","District of Columbia","(X)","(X)","22.70%","±1.5",2020
"Related children of the householder under 5 years","District of Columbia","(X)","(X)","19.50%","±2.3",2020
"Related children of the householder 5 to 17 years","District of Columbia","(X)","(X)","24.40%","±1.7",2020
"18 years and over","District of Columbia","(X)","(X)","13.80%","±0.5",2020
"18 to 64 years","District of Columbia","(X)","(X)","13.80%","±0.5",2020
"65 years and over","District of Columbia","(X)","(X)","13.70%","±0.9",2020
"People in families","District of Columbia","(X)","(X)","13.30%","±0.7",2020
"Unrelated individuals 15 years and over","District of Columbia","(X)","(X)","18.90%","±0.8",2020
"All families","Florida","(X)","(X)","9.40%","±0.1",2020
"With related children of the householder under 18 years","Florida","(X)","(X)","15.20%","±0.2",2020
"With related children of the householder under 5 years only","Florida","(X)","(X)","13.80%","±0.5",2020
"Married couple families","Florida","(X)","(X)","5.50%","±0.1",2020
"With related children of the householder under 18 years","Florida","(X)","(X)","7.40%","±0.2",2020
"With related children of the householder under 5 years only","Florida","(X)","(X)","5.70%","±0.4",2020
"Families with female householder, no spouse present","Florida","(X)","(X)","22.70%","±0.4",2020
"With related children of the householder under 18 years","Florida","(X)","(X)","31.80%","±0.6",2020
"With related children of the householder under 5 years only","Florida","(X)","(X)","34.20%","±1.5",2020
"All people","Florida","(X)","(X)","13.30%","±0.1",2020
"Under 18 years","Florida","(X)","(X)","18.70%","±0.3",2020
"Related children of the householder under 18 years","Florida","(X)","(X)","18.30%","±0.3",2020
"Related children of the householder under 5 years","Florida","(X)","(X)","20.20%","±0.5",2020
"Related children of the householder 5 to 17 years","Florida","(X)","(X)","17.60%","±0.3",2020
"18 years and over","Florida","(X)","(X)","12.00%","±0.1",2020
"18 to 64 years","Florida","(X)","(X)","12.50%","±0.1",2020
"65 years and over","Florida","(X)","(X)","10.50%","±0.2",2020
"People in families","Florida","(X)","(X)","10.50%","±0.1",2020
"Unrelated individuals 15 years and over","Florida","(X)","(X)","24.50%","±0.2",2020
"All families","Georgia","(X)","(X)","10.60%","±0.2",2020
"With related children of the householder under 18 years","Georgia","(X)","(X)","16.10%","±0.3",2020
"With related children of the householder under 5 years only","Georgia","(X)","(X)","15.20%","±0.7",2020
"Married couple families","Georgia","(X)","(X)","5.10%","±0.1",2020
"With related children of the householder under 18 years","Georgia","(X)","(X)","6.80%","±0.3",2020
"With related children of the householder under 5 years only","Georgia","(X)","(X)","5.50%","±0.5",2020
"Families with female householder, no spouse present","Georgia","(X)","(X)","26.90%","±0.5",2020
"With related children of the householder under 18 years","Georgia","(X)","(X)","35.50%","±0.7",2020
"With related children of the householder under 5 years only","Georgia","(X)","(X)","37.50%","±1.8",2020
"All people","Georgia","(X)","(X)","14.30%","±0.2",2020
"Under 18 years","Georgia","(X)","(X)","20.10%","±0.4",2020
"Related children of the householder under 18 years","Georgia","(X)","(X)","19.80%","±0.4",2020
"Related children of the householder under 5 years","Georgia","(X)","(X)","22.20%","±0.6",2020
"Related children of the householder 5 to 17 years","Georgia","(X)","(X)","19.00%","±0.4",2020
"18 years and over","Georgia","(X)","(X)","12.40%","±0.1",2020
"18 to 64 years","Georgia","(X)","(X)","12.90%","±0.2",2020
"65 years and over","Georgia","(X)","(X)","10.10%","±0.3",2020
"People in families","Georgia","(X)","(X)","11.90%","±0.2",2020
"Unrelated individuals 15 years and over","Georgia","(X)","(X)","25.30%","±0.3",2020
"All families","Hawaii","(X)","(X)","6.30%","±0.4",2020
"With related children of the householder under 18 years","Hawaii","(X)","(X)","9.50%","±0.6",2020
"With related children of the householder under 5 years only","Hawaii","(X)","(X)","8.70%","±1.3",2020
"Married couple families","Hawaii","(X)","(X)","3.50%","±0.3",2020
"With related children of the householder under 18 years","Hawaii","(X)","(X)","3.90%","±0.5",2020
"With related children of the householder under 5 years only","Hawaii","(X)","(X)","3.00%","±0.9",2020
"Families with female householder, no spouse present","Hawaii","(X)","(X)","16.50%","±1.3",2020
"With related children of the householder under 18 years","Hawaii","(X)","(X)","25.40%","±2.1",2020
"With related children of the householder under 5 years only","Hawaii","(X)","(X)","28.90%","±5.3",2020
"All people","Hawaii","(X)","(X)","9.30%","±0.3",2020
"Under 18 years","Hawaii","(X)","(X)","11.70%","±0.7",2020
"Related children of the householder under 18 years","Hawaii","(X)","(X)","11.20%","±0.7",2020
"Related children of the householder under 5 years","Hawaii","(X)","(X)","13.00%","±1.0",2020
"Related children of the householder 5 to 17 years","Hawaii","(X)","(X)","10.50%","±0.7",2020
"18 years and over","Hawaii","(X)","(X)","8.60%","±0.3",2020
"18 to 64 years","Hawaii","(X)","(X)","8.70%","±0.3",2020
"65 years and over","Hawaii","(X)","(X)","8.30%","±0.5",2020
"People in families","Hawaii","(X)","(X)","6.30%","±0.3",2020
"Unrelated individuals 15 years and over","Hawaii","(X)","(X)","22.70%","±0.6",2020
"All families","Idaho","(X)","(X)","8.10%","±0.3",2020
"With related children of the householder under 18 years","Idaho","(X)","(X)","12.60%","±0.5",2020
"With related children of the householder under 5 years only","Idaho","(X)","(X)","13.70%","±1.3",2020
"Married couple families","Idaho","(X)","(X)","4.90%","±0.3",2020
"With related children of the householder under 18 years","Idaho","(X)","(X)","6.50%","±0.5",2020
"With related children of the householder under 5 years only","Idaho","(X)","(X)","8.50%","±1.4",2020
"Families with female householder, no spouse present","Idaho","(X)","(X)","26.80%","±1.5",2020
"With related children of the householder under 18 years","Idaho","(X)","(X)","35.90%","±1.9",2020
