"Label..Grouping.","State","Estimate","Margin.of.Error","Percent","Percent.Margin.of.Error","Year"
"Unpaid family workers","District of Columbia","578","±217","0.20%","±0.1",2020
"Civilian employed population 16 years and over","Florida","9,684,712","±18,908","9,684,712","(X)",2020
"Private wage and salary workers","Florida","7,961,083","±19,721","82.20%","±0.1",2020
"Government workers","Florida","1,132,031","±12,779","11.70%","±0.1",2020
"Self-employed in own not incorporated business workers","Florida","572,953","±8,392","5.90%","±0.1",2020
"Unpaid family workers","Florida","18,645","±1,574","0.20%","±0.1",2020
"Civilian employed population 16 years and over","Georgia","4,910,269","±11,947","4,910,269","(X)",2020
"Private wage and salary workers","Georgia","3,934,266","±12,039","80.10%","±0.2",2020
"Government workers","Georgia","701,347","±9,847","14.30%","±0.2",2020
"Self-employed in own not incorporated business workers","Georgia","265,399","±5,347","5.40%","±0.1",2020
"Unpaid family workers","Georgia","9,257","±936","0.20%","±0.1",2020
"Civilian employed population 16 years and over","Hawaii","674,453","±3,556","674,453","(X)",2020
"Private wage and salary workers","Hawaii","489,296","±3,747","72.50%","±0.4",2020
"Government workers","Hawaii","137,318","±2,800","20.40%","±0.4",2020
"Self-employed in own not incorporated business workers","Hawaii","46,344","±1,601","6.90%","±0.2",2020
"Unpaid family workers","Hawaii","1,495","±299","0.20%","±0.1",2020
"Civilian employed population 16 years and over","Idaho","818,085","±4,297","818,085","(X)",2020
"Private wage and salary workers","Idaho","636,426","±4,882","77.80%","±0.4",2020
"Government workers","Idaho","119,760","±2,832","14.60%","±0.3",2020
"Self-employed in own not incorporated business workers","Idaho","59,901","±2,513","7.30%","±0.3",2020
"Unpaid family workers","Idaho","1,998","±301","0.20%","±0.1",2020
"Civilian employed population 16 years and over","Illinois","6,236,755","±11,868","6,236,755","(X)",2020
"Private wage and salary workers","Illinois","5,180,173","±12,146","83.10%","±0.1",2020
"Government workers","Illinois","760,010","±7,081","12.20%","±0.1",2020
"Self-employed in own not incorporated business workers","Illinois","286,133","±4,229","4.60%","±0.1",2020
"Unpaid family workers","Illinois","10,439","±766","0.20%","±0.1",2020
"Civilian employed population 16 years and over","Indiana","3,219,679","±10,059","3,219,679","(X)",2020
"Private wage and salary workers","Indiana","2,719,756","±10,501","84.50%","±0.2",2020
"Government workers","Indiana","349,113","±5,809","10.80%","±0.2",2020
"Self-employed in own not incorporated business workers","Indiana","145,688","±3,296","4.50%","±0.1",2020
"Unpaid family workers","Indiana","5,122","±661","0.20%","±0.1",2020
"Civilian employed population 16 years and over","Iowa","1,611,524","±4,809","1,611,524","(X)",2020
"Private wage and salary workers","Iowa","1,287,906","±5,364","79.90%","±0.2",2020
"Government workers","Iowa","217,140","±3,680","13.50%","±0.2",2020
"Self-employed in own not incorporated business workers","Iowa","102,940","±2,138","6.40%","±0.1",2020
"Unpaid family workers","Iowa","3,538","±400","0.20%","±0.1",2020
"Civilian employed population 16 years and over","Kansas","1,444,074","±4,633","1,444,074","(X)",2020
"Private wage and salary workers","Kansas","1,123,864","±5,722","77.80%","±0.3",2020
"Government workers","Kansas","228,642","±3,907","15.80%","±0.3",2020
"Self-employed in own not incorporated business workers","Kansas","88,260","±1,978","6.10%","±0.1",2020
"Unpaid family workers","Kansas","3,308","±397","0.20%","±0.1",2020
"Civilian employed population 16 years and over","Kentucky","1,993,889","±7,558","1,993,889","(X)",2020
"Private wage and salary workers","Kentucky","1,600,848","±6,767","80.30%","±0.2",2020
"Government workers","Kentucky","284,879","±4,267","14.30%","±0.2",2020
"Self-employed in own not incorporated business workers","Kentucky","103,372","±2,613","5.20%","±0.1",2020
"Unpaid family workers","Kentucky","4,790","±593","0.20%","±0.1",2020
"Civilian employed population 16 years and over","Louisiana","2,023,915","±9,122","2,023,915","(X)",2020
"Private wage and salary workers","Louisiana","1,586,189","±9,347","78.40%","±0.3",2020
"Government workers","Louisiana","308,440","±5,363","15.20%","±0.2",2020
"Self-employed in own not incorporated business workers","Louisiana","125,717","±3,380","6.20%","±0.2",2020
"Unpaid family workers","Louisiana","3,569","±518","0.20%","±0.1",2020
"Civilian employed population 16 years and over","Maine","675,784","±3,429","675,784","(X)",2020
"Private wage and salary workers","Maine","526,707","±3,891","77.90%","±0.4",2020
"Government workers","Maine","90,859","±2,468","13.40%","±0.4",2020
"Self-employed in own not incorporated business workers","Maine","57,069","±1,677","8.40%","±0.3",2020
"Unpaid family workers","Maine","1,149","±290","0.20%","±0.1",2020
"Civilian employed population 16 years and over","Maryland","3,076,280","±6,750","3,076,280","(X)",2020
"Private wage and salary workers","Maryland","2,248,023","±8,497","73.10%","±0.2",2020
"Government workers","Maryland","668,287","±7,468","21.70%","±0.2",2020
"Self-employed in own not incorporated business workers","Maryland","155,147","±3,011","5.00%","±0.1",2020
"Unpaid family workers","Maryland","4,823","±517","0.20%","±0.1",2020
"Civilian employed population 16 years and over","Massachusetts","3,615,725","±7,973","3,615,725","(X)",2020
"Private wage and salary workers","Massachusetts","2,960,392","±9,180","81.90%","±0.2",2020
"Government workers","Massachusetts","444,748","±5,613","12.30%","±0.2",2020
"Self-employed in own not incorporated business workers","Massachusetts","204,826","±3,555","5.70%","±0.1",2020
"Unpaid family workers","Massachusetts","5,759","±568","0.20%","±0.1",2020
"Civilian employed population 16 years and over","Michigan","4,658,357","±10,303","4,658,357","(X)",2020
"Private wage and salary workers","Michigan","3,923,539","±10,071","84.20%","±0.1",2020
"Government workers","Michigan","496,405","±5,797","10.70%","±0.1",2020
"Self-employed in own not incorporated business workers","Michigan","230,849","±3,261","5.00%","±0.1",2020
"Unpaid family workers","Michigan","7,564","±581","0.20%","±0.1",2020
"Civilian employed population 16 years and over","Minnesota","2,957,615","±5,895","2,957,615","(X)",2020
"Private wage and salary workers","Minnesota","2,434,982","±7,083","82.30%","±0.2",2020
"Government workers","Minnesota","359,527","±4,413","12.20%","±0.1",2020
"Self-employed in own not incorporated business workers","Minnesota","158,254","±2,841","5.40%","±0.1",2020
"Unpaid family workers","Minnesota","4,852","±417","0.20%","±0.1",2020
"Civilian employed population 16 years and over","Mississippi","1,243,095","±6,496","1,243,095","(X)",2020
"Private wage and salary workers","Mississippi","941,343","±6,682","75.70%","±0.4",2020
"Government workers","Mississippi","230,089","±4,609","18.50%","±0.3",2020
"Self-employed in own not incorporated business workers","Mississippi","68,155","±1,813","5.50%","±0.2",2020
"Unpaid family workers","Mississippi","3,508","±694","0.30%","±0.1",2020
"Civilian employed population 16 years and over","Missouri","2,932,918","±7,638","2,932,918","(X)",2020
"Private wage and salary workers","Missouri","2,403,517","±8,220","81.90%","±0.2",2020
"Government workers","Missouri","360,689","±5,234","12.30%","±0.2",2020
"Self-employed in own not incorporated business workers","Missouri","162,875","±3,187","5.60%","±0.1",2020
"Unpaid family workers","Missouri","5,837","±540","0.20%","±0.1",2020
"Civilian employed population 16 years and over","Montana","520,043","±2,591","520,043","(X)",2020
"Private wage and salary workers","Montana","388,354","±3,435","74.70%","±0.5",2020
"Government workers","Montana","85,504","±1,877","16.40%","±0.4",2020
"Self-employed in own not incorporated business workers","Montana","44,523","±1,709","8.60%","±0.3",2020
"Unpaid family workers","Montana","1,662","±214","0.30%","±0.1",2020
"Civilian employed population 16 years and over","Nebraska","999,772","±3,646","999,772","(X)",2020
"Private wage and salary workers","Nebraska","794,468","±3,796","79.50%","±0.3",2020
"Government workers","Nebraska","140,700","±2,606","14.10%","±0.2",2020
"Self-employed in own not incorporated business workers","Nebraska","62,437","±1,490","6.20%","±0.2",2020
"Unpaid family workers","Nebraska","2,167","±269","0.20%","±0.1",2020
"Civilian employed population 16 years and over","Nevada","1,425,040","±5,593","1,425,040","(X)",2020
"Private wage and salary workers","Nevada","1,174,890","±5,907","82.40%","±0.3",2020
"Government workers","Nevada","169,918","±3,266","11.90%","±0.2",2020
"Self-employed in own not incorporated business workers","Nevada","77,745","±2,333","5.50%","±0.2",2020
"Unpaid family workers","Nevada","2,487","±580","0.20%","±0.1",2020
"Civilian employed population 16 years and over","New Hampshire","730,223","±3,416","730,223","(X)",2020
"Private wage and salary workers","New Hampshire","584,560","±3,836","80.10%","±0.4",2020
"Government workers","New Hampshire","96,015","±2,560","13.10%","±0.3",2020
"Self-employed in own not incorporated business workers","New Hampshire","48,466","±1,813","6.60%","±0.2",2020
"Unpaid family workers","New Hampshire","1,182","±359","0.20%","±0.1",2020
"Civilian employed population 16 years and over","New Jersey","4,426,619","±10,521","4,426,619","(X)",2020
"Private wage and salary workers","New Jersey","3,610,405","±11,139","81.60%","±0.2",2020
"Government workers","New Jersey","604,725","±7,614","13.70%","±0.2",2020
"Self-employed in own not incorporated business workers","New Jersey","205,343","±3,828","4.60%","±0.1",2020
"Unpaid family workers","New Jersey","6,146","±644","0.10%","±0.1",2020
"Civilian employed population 16 years and over","New Mexico","889,193","±4,919","889,193","(X)",2020
"Private wage and salary workers","New Mexico","628,986","±4,929","70.70%","±0.5",2020
"Government workers","New Mexico","200,242","±4,391","22.50%","±0.5",2020
"Self-employed in own not incorporated business workers","New Mexico","58,072","±2,352","6.50%","±0.3",2020
"Unpaid family workers","New Mexico","1,893","±314","0.20%","±0.1",2020
"Civilian employed population 16 years and over","New York","9,438,639","±15,308","9,438,639","(X)",2020
"Private wage and salary workers","New York","7,395,309","±14,153","78.40%","±0.1",2020
"Government workers","New York","1,495,186","±12,296","15.80%","±0.1",2020
"Self-employed in own not incorporated business workers","New York","534,077","±6,733","5.70%","±0.1",2020
"Unpaid family workers","New York","14,067","±968","0.10%","±0.1",2020
"Civilian employed population 16 years and over","North Carolina","4,833,887","±12,025","4,833,887","(X)",2020
"Private wage and salary workers","North Carolina","3,883,424","±11,495","80.30%","±0.2",2020
"Government workers","North Carolina","673,009","±8,182","13.90%","±0.2",2020
"Self-employed in own not incorporated business workers","North Carolina","268,500","±4,505","5.60%","±0.1",2020
"Unpaid family workers","North Carolina","8,954","±855","0.20%","±0.1",2020
"Civilian employed population 16 years and over","North Dakota","401,579","±2,196","401,579","(X)",2020
"Private wage and salary workers","North Dakota","305,987","±2,940","76.20%","±0.5",2020
"Government workers","North Dakota","64,622","±2,001","16.10%","±0.5",2020
"Self-employed in own not incorporated business workers","North Dakota","29,735","±1,140","7.40%","±0.3",2020
"Unpaid family workers","North Dakota","1,235","±228","0.30%","±0.1",2020
"Civilian employed population 16 years and over","Ohio","5,603,630","±12,708","5,603,630","(X)",2020
"Private wage and salary workers","Ohio","4,637,696","±12,266","82.80%","±0.1",2020
"Government workers","Ohio","686,005","±7,307","12.20%","±0.1",2020
"Self-employed in own not incorporated business workers","Ohio","271,052","±3,287","4.80%","±0.1",2020
"Unpaid family workers","Ohio","8,877","±692","0.20%","±0.1",2020
"Civilian employed population 16 years and over","Oklahoma","1,779,157","±6,719","1,779,157","(X)",2020
"Private wage and salary workers","Oklahoma","1,356,825","±6,482","76.30%","±0.2",2020
"Government workers","Oklahoma","301,659","±4,141","17.00%","±0.2",2020
"Self-employed in own not incorporated business workers","Oklahoma","116,408","±2,781","6.50%","±0.2",2020
"Unpaid family workers","Oklahoma","4,265","±406","0.20%","±0.1",2020
"Civilian employed population 16 years and over","Oregon","2,014,487","±7,246","2,014,487","(X)",2020
"Private wage and salary workers","Oregon","1,589,510","±7,592","78.90%","±0.2",2020
"Government workers","Oregon","277,887","±4,095","13.80%","±0.2",2020
"Self-employed in own not incorporated business workers","Oregon","143,022","±2,922","7.10%","±0.1",2020
