"Label..Grouping.","State","Estimate","Margin.of.Error","Percent","Percent.Margin.of.Error","Year"
"Mean cash public assistance income (dollars)","Delaware","2,668","±289","(X)","(X)",2022
"With Food Stamp/SNAP benefits in the past 12 months","Delaware","41,446","±1,718","10.70%","±0.4",2022
"Families","Delaware","252,505","±2,266","252,505","(X)",2022
"Less than $10,000","Delaware","6,559","±674","2.60%","±0.3",2022
"$10,000 to $14,999","Delaware","4,300","±674","1.70%","±0.3",2022
"$15,000 to $24,999","Delaware","8,645","±752","3.40%","±0.3",2022
"$25,000 to $34,999","Delaware","12,411","±1,019","4.90%","±0.4",2022
"$35,000 to $49,999","Delaware","21,731","±1,296","8.60%","±0.5",2022
"$50,000 to $74,999","Delaware","38,956","±1,537","15.40%","±0.6",2022
"$75,000 to $99,999","Delaware","37,282","±1,371","14.80%","±0.5",2022
"$100,000 to $149,999","Delaware","55,722","±1,963","22.10%","±0.7",2022
"$150,000 to $199,999","Delaware","32,859","±1,361","13.00%","±0.6",2022
"$200,000 or more","Delaware","34,040","±1,380","13.50%","±0.5",2022
"Median family income (dollars)","Delaware","97,743","±1,301","(X)","(X)",2022
"Mean family income (dollars)","Delaware","122,353","±1,596","(X)","(X)",2022
"Per capita income (dollars)","Delaware","42,180","±471","(X)","(X)",2022
"Nonfamily households","Delaware","136,495","±2,086","136,495","(X)",2022
"Median nonfamily income (dollars)","Delaware","47,453","±1,137","(X)","(X)",2022
"Mean nonfamily income (dollars)","Delaware","64,719","±1,822","(X)","(X)",2022
"Median earnings for workers (dollars)","Delaware","43,257","±800","(X)","(X)",2022
"Median earnings for male full-time, year-round workers (dollars)","Delaware","63,822","±1,466","(X)","(X)",2022
"Median earnings for female full-time, year-round workers (dollars)","Delaware","53,446","±991","(X)","(X)",2022
"Total households","District of Columbia","315,785","±1,500","315,785","(X)",2022
"Less than $10,000","District of Columbia","23,287","±1,459","7.40%","±0.5",2022
"$10,000 to $14,999","District of Columbia","11,819","±1,083","3.70%","±0.3",2022
"$15,000 to $24,999","District of Columbia","15,143","±1,079","4.80%","±0.3",2022
"$25,000 to $34,999","District of Columbia","14,019","±1,077","4.40%","±0.3",2022
"$35,000 to $49,999","District of Columbia","21,727","±1,302","6.90%","±0.4",2022
"$50,000 to $74,999","District of Columbia","35,877","±1,476","11.40%","±0.5",2022
"$75,000 to $99,999","District of Columbia","34,044","±1,733","10.80%","±0.5",2022
"$100,000 to $149,999","District of Columbia","49,543","±1,699","15.70%","±0.5",2022
"$150,000 to $199,999","District of Columbia","34,699","±1,500","11.00%","±0.5",2022
"$200,000 or more","District of Columbia","75,627","±1,781","23.90%","±0.6",2022
"Median household income (dollars)","District of Columbia","101,722","±1,569","(X)","(X)",2022
"Mean household income (dollars)","District of Columbia","150,292","±2,040","(X)","(X)",2022
"With earnings","District of Columbia","259,025","±2,222","82.00%","±0.5",2022
"Mean earnings (dollars)","District of Columbia","157,138","±2,334","(X)","(X)",2022
"With Social Security","District of Columbia","56,410","±1,139","17.90%","±0.4",2022
"Mean Social Security income (dollars)","District of Columbia","19,782","±543","(X)","(X)",2022
"With retirement income","District of Columbia","49,740","±1,404","15.80%","±0.5",2022
"Mean retirement income (dollars)","District of Columbia","49,072","±2,128","(X)","(X)",2022
"With Supplemental Security Income","District of Columbia","14,242","±1,037","4.50%","±0.3",2022
"Mean Supplemental Security Income (dollars)","District of Columbia","9,892","±311","(X)","(X)",2022
"With cash public assistance income","District of Columbia","12,785","±1,064","4.00%","±0.3",2022
"Mean cash public assistance income (dollars)","District of Columbia","4,698","±423","(X)","(X)",2022
"With Food Stamp/SNAP benefits in the past 12 months","District of Columbia","40,036","±1,615","12.70%","±0.5",2022
"Families","District of Columbia","130,453","±2,430","130,453","(X)",2022
"Less than $10,000","District of Columbia","7,068","±963","5.40%","±0.7",2022
"$10,000 to $14,999","District of Columbia","2,906","±505","2.20%","±0.4",2022
"$15,000 to $24,999","District of Columbia","5,035","±572","3.90%","±0.4",2022
"$25,000 to $34,999","District of Columbia","4,668","±638","3.60%","±0.5",2022
"$35,000 to $49,999","District of Columbia","8,581","±922","6.60%","±0.7",2022
"$50,000 to $74,999","District of Columbia","12,388","±1,019","9.50%","±0.8",2022
"$75,000 to $99,999","District of Columbia","9,940","±863","7.60%","±0.7",2022
"$100,000 to $149,999","District of Columbia","16,566","±1,164","12.70%","±0.8",2022
"$150,000 to $199,999","District of Columbia","15,093","±822","11.60%","±0.6",2022
"$200,000 or more","District of Columbia","48,208","±1,284","37.00%","±0.9",2022
"Median family income (dollars)","District of Columbia","142,328","±4,915","(X)","(X)",2022
"Mean family income (dollars)","District of Columbia","199,406","±4,149","(X)","(X)",2022
"Per capita income (dollars)","District of Columbia","71,297","±958","(X)","(X)",2022
"Nonfamily households","District of Columbia","185,332","±2,329","185,332","(X)",2022
"Median nonfamily income (dollars)","District of Columbia","85,453","±1,878","(X)","(X)",2022
"Mean nonfamily income (dollars)","District of Columbia","112,482","±2,324","(X)","(X)",2022
"Median earnings for workers (dollars)","District of Columbia","75,165","±1,022","(X)","(X)",2022
"Median earnings for male full-time, year-round workers (dollars)","District of Columbia","102,467","±1,814","(X)","(X)",2022
"Median earnings for female full-time, year-round workers (dollars)","District of Columbia","89,084","±1,618","(X)","(X)",2022
"Total households","Florida","8,353,441","±20,969","8,353,441","(X)",2022
"Less than $10,000","Florida","432,707","±6,740","5.20%","±0.1",2022
"$10,000 to $14,999","Florida","310,031","±4,772","3.70%","±0.1",2022
"$15,000 to $24,999","Florida","638,596","±6,804","7.60%","±0.1",2022
"$25,000 to $34,999","Florida","696,931","±8,188","8.30%","±0.1",2022
"$35,000 to $49,999","Florida","1,009,970","±9,570","12.10%","±0.1",2022
"$50,000 to $74,999","Florida","1,469,706","±10,659","17.60%","±0.1",2022
"$75,000 to $99,999","Florida","1,099,260","±10,636","13.20%","±0.1",2022
"$100,000 to $149,999","Florida","1,332,734","±11,691","16.00%","±0.1",2022
"$150,000 to $199,999","Florida","615,715","±7,261","7.40%","±0.1",2022
"$200,000 or more","Florida","747,791","±8,295","9.00%","±0.1",2022
"Median household income (dollars)","Florida","67,917","±259","(X)","(X)",2022
"Mean household income (dollars)","Florida","96,992","±396","(X)","(X)",2022
"With earnings","Florida","6,115,301","±18,213","73.20%","±0.1",2022
"Mean earnings (dollars)","Florida","96,426","±445","(X)","(X)",2022
"With Social Security","Florida","3,083,904","±12,641","36.90%","±0.1",2022
"Mean Social Security income (dollars)","Florida","23,112","±73","(X)","(X)",2022
"With retirement income","Florida","2,059,337","±15,632","24.70%","±0.1",2022
"Mean retirement income (dollars)","Florida","34,220","±372","(X)","(X)",2022
"With Supplemental Security Income","Florida","416,540","±5,230","5.00%","±0.1",2022
"Mean Supplemental Security Income (dollars)","Florida","10,983","±102","(X)","(X)",2022
"With cash public assistance income","Florida","206,255","±4,775","2.50%","±0.1",2022
"Mean cash public assistance income (dollars)","Florida","3,327","±76","(X)","(X)",2022
"With Food Stamp/SNAP benefits in the past 12 months","Florida","1,084,253","±8,001","13.00%","±0.1",2022
"Families","Florida","5,398,152","±20,175","5,398,152","(X)",2022
"Less than $10,000","Florida","174,757","±4,166","3.20%","±0.1",2022
"$10,000 to $14,999","Florida","101,332","±3,292","1.90%","±0.1",2022
"$15,000 to $24,999","Florida","274,092","±4,403","5.10%","±0.1",2022
"$25,000 to $34,999","Florida","366,376","±5,704","6.80%","±0.1",2022
"$35,000 to $49,999","Florida","601,161","±7,100","11.10%","±0.1",2022
"$50,000 to $74,999","Florida","960,611","±9,084","17.80%","±0.2",2022
"$75,000 to $99,999","Florida","777,892","±8,772","14.40%","±0.1",2022
"$100,000 to $149,999","Florida","1,020,552","±11,467","18.90%","±0.2",2022
"$150,000 to $199,999","Florida","499,020","±7,163","9.20%","±0.1",2022
"$200,000 or more","Florida","622,359","±7,675","11.50%","±0.1",2022
"Median family income (dollars)","Florida","81,514","±384","(X)","(X)",2022
"Mean family income (dollars)","Florida","112,658","±533","(X)","(X)",2022
"Per capita income (dollars)","Florida","38,850","±186","(X)","(X)",2022
"Nonfamily households","Florida","2,955,289","±11,374","2,955,289","(X)",2022
"Median nonfamily income (dollars)","Florida","42,675","±269","(X)","(X)",2022
"Mean nonfamily income (dollars)","Florida","63,397","±509","(X)","(X)",2022
"Median earnings for workers (dollars)","Florida","37,826","±155","(X)","(X)",2022
"Median earnings for male full-time, year-round workers (dollars)","Florida","53,846","±317","(X)","(X)",2022
"Median earnings for female full-time, year-round workers (dollars)","Florida","45,410","±161","(X)","(X)",2022
"Total households","Georgia","3,946,490","±8,824","3,946,490","(X)",2022
"Less than $10,000","Georgia","211,192","±4,066","5.40%","±0.1",2022
"$10,000 to $14,999","Georgia","148,437","±3,574","3.80%","±0.1",2022
"$15,000 to $24,999","Georgia","294,464","±4,445","7.50%","±0.1",2022
"$25,000 to $34,999","Georgia","310,853","±4,299","7.90%","±0.1",2022
"$35,000 to $49,999","Georgia","440,043","±5,245","11.20%","±0.1",2022
"$50,000 to $74,999","Georgia","654,163","±7,280","16.60%","±0.2",2022
"$75,000 to $99,999","Georgia","517,368","±6,414","13.10%","±0.2",2022
"$100,000 to $149,999","Georgia","655,307","±6,643","16.60%","±0.2",2022
"$150,000 to $199,999","Georgia","320,569","±5,546","8.10%","±0.1",2022
"$200,000 or more","Georgia","394,094","±5,270","10.00%","±0.1",2022
"Median household income (dollars)","Georgia","71,355","±353","(X)","(X)",2022
"Mean household income (dollars)","Georgia","99,345","±482","(X)","(X)",2022
"With earnings","Georgia","3,124,712","±8,785","79.20%","±0.1",2022
"Mean earnings (dollars)","Georgia","100,980","±553","(X)","(X)",2022
"With Social Security","Georgia","1,153,485","±6,240","29.20%","±0.1",2022
"Mean Social Security income (dollars)","Georgia","22,190","±108","(X)","(X)",2022
"With retirement income","Georgia","847,580","±9,192","21.50%","±0.2",2022
"Mean retirement income (dollars)","Georgia","31,201","±459","(X)","(X)",2022
"With Supplemental Security Income","Georgia","204,860","±3,985","5.20%","±0.1",2022
"Mean Supplemental Security Income (dollars)","Georgia","11,077","±132","(X)","(X)",2022
"With cash public assistance income","Georgia","71,363","±2,630","1.80%","±0.1",2022
"Mean cash public assistance income (dollars)","Georgia","3,551","±138","(X)","(X)",2022
"With Food Stamp/SNAP benefits in the past 12 months","Georgia","477,519","±6,252","12.10%","±0.2",2022
"Families","Georgia","2,628,197","±10,630","2,628,197","(X)",2022
"Less than $10,000","Georgia","93,746","±2,512","3.60%","±0.1",2022
"$10,000 to $14,999","Georgia","51,744","±2,157","2.00%","±0.1",2022
"$15,000 to $24,999","Georgia","134,395","±3,648","5.10%","±0.1",2022
"$25,000 to $34,999","Georgia","171,531","±3,817","6.50%","±0.1",2022
"$35,000 to $49,999","Georgia","259,620","±3,929","9.90%","±0.2",2022
"$50,000 to $74,999","Georgia","428,032","±5,468","16.30%","±0.2",2022
"$75,000 to $99,999","Georgia","366,340","±5,358","13.90%","±0.2",2022
"$100,000 to $149,999","Georgia","511,955","±6,183","19.50%","±0.2",2022
"$150,000 to $199,999","Georgia","268,296","±5,206","10.20%","±0.2",2022
"$200,000 or more","Georgia","342,538","±5,311","13.00%","±0.2",2022
"Median family income (dollars)","Georgia","86,169","±495","(X)","(X)",2022
"Mean family income (dollars)","Georgia","115,812","±702","(X)","(X)",2022
"Per capita income (dollars)","Georgia","37,836","±200","(X)","(X)",2022
"Nonfamily households","Georgia","1,318,293","±8,374","1,318,293","(X)",2022
"Median nonfamily income (dollars)","Georgia","43,760","±487","(X)","(X)",2022
"Mean nonfamily income (dollars)","Georgia","62,131","±628","(X)","(X)",2022
"Median earnings for workers (dollars)","Georgia","40,313","±177","(X)","(X)",2022
"Median earnings for male full-time, year-round workers (dollars)","Georgia","58,210","±291","(X)","(X)",2022
"Median earnings for female full-time, year-round workers (dollars)","Georgia","47,314","±238","(X)","(X)",2022
"Total households","Hawaii","483,906","±1,934","483,906","(X)",2022
"Less than $10,000","Hawaii","20,546","±1,120","4.20%","±0.2",2022
"$10,000 to $14,999","Hawaii","12,603","±853","2.60%","±0.2",2022
"$15,000 to $24,999","Hawaii","23,683","±1,190","4.90%","±0.2",2022
"$25,000 to $34,999","Hawaii","25,074","±1,095","5.20%","±0.2",2022
"$35,000 to $49,999","Hawaii","41,180","±1,488","8.50%","±0.3",2022
"$50,000 to $74,999","Hawaii","68,142","±2,069","14.10%","±0.4",2022
"$75,000 to $99,999","Hawaii","62,793","±1,850","13.00%","±0.4",2022
"$100,000 to $149,999","Hawaii","96,247","±2,187","19.90%","±0.4",2022
"$150,000 to $199,999","Hawaii","56,757","±1,757","11.70%","±0.4",2022
"$200,000 or more","Hawaii","76,881","±2,082","15.90%","±0.4",2022
"Median household income (dollars)","Hawaii","94,814","±994","(X)","(X)",2022
"Mean household income (dollars)","Hawaii","122,902","±1,404","(X)","(X)",2022
"With earnings","Hawaii","385,814","±2,573","79.70%","±0.4",2022
"Mean earnings (dollars)","Hawaii","114,978","±1,362","(X)","(X)",2022
"With Social Security","Hawaii","177,476","±1,791","36.70%","±0.3",2022
"Mean Social Security income (dollars)","Hawaii","23,859","±249","(X)","(X)",2022
"With retirement income","Hawaii","142,569","±2,169","29.50%","±0.4",2022
"Mean retirement income (dollars)","Hawaii","37,825","±879","(X)","(X)",2022
"With Supplemental Security Income","Hawaii","20,415","±896","4.20%","±0.2",2022
"Mean Supplemental Security Income (dollars)","Hawaii","11,435","±372","(X)","(X)",2022
"With cash public assistance income","Hawaii","19,452","±1,057","4.00%","±0.2",2022
"Mean cash public assistance income (dollars)","Hawaii","6,921","±378","(X)","(X)",2022
"With Food Stamp/SNAP benefits in the past 12 months","Hawaii","52,928","±1,794","10.90%","±0.4",2022
"Families","Hawaii","332,605","±2,323","332,605","(X)",2022
"Less than $10,000","Hawaii","8,250","±776","2.50%","±0.2",2022
"$10,000 to $14,999","Hawaii","4,524","±626","1.40%","±0.2",2022
"$15,000 to $24,999","Hawaii","9,882","±736","3.00%","±0.2",2022
"$25,000 to $34,999","Hawaii","13,271","±938","4.00%","±0.3",2022
"$35,000 to $49,999","Hawaii","24,302","±1,169","7.30%","±0.4",2022
"$50,000 to $74,999","Hawaii","42,116","±1,521","12.70%","±0.4",2022
"$75,000 to $99,999","Hawaii","43,623","±1,751","13.10%","±0.5",2022
"$100,000 to $149,999","Hawaii","77,067","±2,038","23.20%","±0.6",2022
"$150,000 to $199,999","Hawaii","46,825","±1,525","14.10%","±0.4",2022
"$200,000 or more","Hawaii","62,745","±1,647","18.90%","±0.5",2022
"Median family income (dollars)","Hawaii","111,678","±1,408","(X)","(X)",2022
"Mean family income (dollars)","Hawaii","137,891","±1,734","(X)","(X)",2022
"Per capita income (dollars)","Hawaii","42,683","±431","(X)","(X)",2022
"Nonfamily households","Hawaii","151,301","±2,119","151,301","(X)",2022
"Median nonfamily income (dollars)","Hawaii","55,684","±1,184","(X)","(X)",2022
"Mean nonfamily income (dollars)","Hawaii","77,143","±1,907","(X)","(X)",2022
"Median earnings for workers (dollars)","Hawaii","44,798","±426","(X)","(X)",2022
"Median earnings for male full-time, year-round workers (dollars)","Hawaii","62,837","±901","(X)","(X)",2022
"Median earnings for female full-time, year-round workers (dollars)","Hawaii","52,700","±589","(X)","(X)",2022
"Total households","Idaho","675,323","±2,094","675,323","(X)",2022
