"Label..Grouping.","State","Estimate","Margin.of.Error","Percent","Percent.Margin.of.Error","Year"
"Civilian labor force","Nevada","1,538,959","±5,099","63.00%","±0.2",2021
"Employed","Nevada","1,429,447","±5,211","58.50%","±0.2",2021
"Unemployed","Nevada","109,512","±2,680","4.50%","±0.1",2021
"Armed Forces","Nevada","10,638","±984","0.40%","±0.1",2021
"Not in labor force","Nevada","893,511","±4,880","36.60%","±0.2",2021
"Civilian labor force","Nevada","1,538,959","±5,099","1,538,959","(X)",2021
"Unemployment Rate","Nevada","(X)","(X)","7.10%","±0.2",2021
"Females 16 years and over","Nevada","1,215,518","±1,032","1,215,518","(X)",2021
"In labor force","Nevada","711,954","±3,221","58.60%","±0.3",2021
"Civilian labor force","Nevada","709,941","±3,302","58.40%","±0.3",2021
"Employed","Nevada","659,164","±3,424","54.20%","±0.3",2021
"Own children of the householder under 6 years","Nevada","208,539","±1,895","208,539","(X)",2021
"All parents in family in labor force","Nevada","134,684","±2,316","64.60%","±1.1",2021
"Own children of the householder 6 to 17 years","Nevada","447,225","±2,204","447,225","(X)",2021
"All parents in family in labor force","Nevada","315,583","±3,906","70.60%","±0.8",2021
"Population 16 years and over","New Hampshire","1,144,768","±828","1,144,768","(X)",2021
"In labor force","New Hampshire","769,793","±3,252","67.20%","±0.3",2021
"Civilian labor force","New Hampshire","767,453","±3,327","67.00%","±0.3",2021
"Employed","New Hampshire","738,506","±3,377","64.50%","±0.3",2021
"Unemployed","New Hampshire","28,947","±1,369","2.50%","±0.1",2021
"Armed Forces","New Hampshire","2,340","±541","0.20%","±0.1",2021
"Not in labor force","New Hampshire","374,975","±3,146","32.80%","±0.3",2021
"Civilian labor force","New Hampshire","767,453","±3,327","767,453","(X)",2021
"Unemployment Rate","New Hampshire","(X)","(X)","3.80%","±0.2",2021
"Females 16 years and over","New Hampshire","577,282","±679","577,282","(X)",2021
"In labor force","New Hampshire","364,324","±2,179","63.10%","±0.4",2021
"Civilian labor force","New Hampshire","364,021","±2,159","63.10%","±0.4",2021
"Employed","New Hampshire","351,750","±2,235","60.90%","±0.4",2021
"Own children of the householder under 6 years","New Hampshire","74,033","±908","74,033","(X)",2021
"All parents in family in labor force","New Hampshire","53,979","±1,236","72.90%","±1.4",2021
"Own children of the householder 6 to 17 years","New Hampshire","174,467","±1,196","174,467","(X)",2021
"All parents in family in labor force","New Hampshire","133,948","±2,079","76.80%","±1.0",2021
"Population 16 years and over","New Jersey","7,436,293","±2,491","7,436,293","(X)",2021
"In labor force","New Jersey","4,905,036","±9,517","66.00%","±0.1",2021
"Civilian labor force","New Jersey","4,893,875","±9,482","65.80%","±0.1",2021
"Employed","New Jersey","4,588,902","±10,426","61.70%","±0.1",2021
"Unemployed","New Jersey","304,973","±5,726","4.10%","±0.1",2021
"Armed Forces","New Jersey","11,161","±841","0.20%","±0.1",2021
"Not in labor force","New Jersey","2,531,257","±10,132","34.00%","±0.1",2021
"Civilian labor force","New Jersey","4,893,875","±9,482","4,893,875","(X)",2021
"Unemployment Rate","New Jersey","(X)","(X)","6.20%","±0.1",2021
"Females 16 years and over","New Jersey","3,816,159","±1,771","3,816,159","(X)",2021
"In labor force","New Jersey","2,323,903","±7,255","60.90%","±0.2",2021
"Civilian labor force","New Jersey","2,321,902","±7,282","60.80%","±0.2",2021
"Employed","New Jersey","2,175,990","±7,491","57.00%","±0.2",2021
"Own children of the householder under 6 years","New Jersey","620,865","±2,834","620,865","(X)",2021
"All parents in family in labor force","New Jersey","433,162","±5,154","69.80%","±0.7",2021
"Own children of the householder 6 to 17 years","New Jersey","1,342,810","±4,004","1,342,810","(X)",2021
"All parents in family in labor force","New Jersey","991,158","±7,381","73.80%","±0.5",2021
"Population 16 years and over","New Mexico","1,682,568","±1,179","1,682,568","(X)",2021
"In labor force","New Mexico","964,460","±5,000","57.30%","±0.3",2021
"Civilian labor force","New Mexico","952,564","±5,178","56.60%","±0.3",2021
"Employed","New Mexico","889,428","±5,454","52.90%","±0.3",2021
"Unemployed","New Mexico","63,136","±2,538","3.80%","±0.2",2021
"Armed Forces","New Mexico","11,896","±854","0.70%","±0.1",2021
"Not in labor force","New Mexico","718,108","±4,959","42.70%","±0.3",2021
"Civilian labor force","New Mexico","952,564","±5,178","952,564","(X)",2021
"Unemployment Rate","New Mexico","(X)","(X)","6.60%","±0.3",2021
"Females 16 years and over","New Mexico","851,632","±1,055","851,632","(X)",2021
"In labor force","New Mexico","454,807","±3,359","53.40%","±0.4",2021
"Civilian labor force","New Mexico","453,030","±3,333","53.20%","±0.4",2021
"Employed","New Mexico","424,035","±3,485","49.80%","±0.4",2021
"Own children of the householder under 6 years","New Mexico","138,240","±1,671","138,240","(X)",2021
"All parents in family in labor force","New Mexico","86,472","±2,396","62.60%","±1.5",2021
"Own children of the householder 6 to 17 years","New Mexico","313,001","±2,387","313,001","(X)",2021
"All parents in family in labor force","New Mexico","212,473","±3,258","67.90%","±1.0",2021
"Population 16 years and over","New York","16,383,427","±3,165","16,383,427","(X)",2021
"In labor force","New York","10,331,727","±15,457","63.10%","±0.1",2021
"Civilian labor force","New York","10,306,430","±15,392","62.90%","±0.1",2021
"Employed","New York","9,663,517","±17,911","59.00%","±0.1",2021
"Unemployed","New York","642,913","±8,293","3.90%","±0.1",2021
"Armed Forces","New York","25,297","±1,104","0.20%","±0.1",2021
"Not in labor force","New York","6,051,700","±15,411","36.90%","±0.1",2021
"Civilian labor force","New York","10,306,430","±15,392","10,306,430","(X)",2021
"Unemployment Rate","New York","(X)","(X)","6.20%","±0.1",2021
"Females 16 years and over","New York","8,472,575","±2,566","8,472,575","(X)",2021
"In labor force","New York","4,996,535","±12,185","59.00%","±0.1",2021
"Civilian labor force","New York","4,993,595","±12,136","58.90%","±0.1",2021
"Employed","New York","4,700,386","±12,261","55.50%","±0.1",2021
"Own children of the householder under 6 years","New York","1,319,160","±4,207","1,319,160","(X)",2021
"All parents in family in labor force","New York","891,331","±7,808","67.60%","±0.5",2021
"Own children of the householder 6 to 17 years","New York","2,689,109","±4,917","2,689,109","(X)",2021
"All parents in family in labor force","New York","1,912,154","±10,353","71.10%","±0.3",2021
"Population 16 years and over","North Carolina","8,336,531","±3,026","8,336,531","(X)",2021
"In labor force","North Carolina","5,219,602","±10,992","62.60%","±0.1",2021
"Civilian labor force","North Carolina","5,119,397","±11,068","61.40%","±0.1",2021
"Employed","North Carolina","4,845,768","±12,624","58.10%","±0.1",2021
"Unemployed","North Carolina","273,629","±4,652","3.30%","±0.1",2021
"Armed Forces","North Carolina","100,205","±2,079","1.20%","±0.1",2021
"Not in labor force","North Carolina","3,116,929","±10,948","37.40%","±0.1",2021
"Civilian labor force","North Carolina","5,119,397","±11,068","5,119,397","(X)",2021
"Unemployment Rate","North Carolina","(X)","(X)","5.30%","±0.1",2021
"Females 16 years and over","North Carolina","4,307,800","±2,110","4,307,800","(X)",2021
"In labor force","North Carolina","2,489,422","±7,358","57.80%","±0.2",2021
"Civilian labor force","North Carolina","2,479,708","±7,446","57.60%","±0.2",2021
"Employed","North Carolina","2,345,947","±7,929","54.50%","±0.2",2021
"Own children of the householder under 6 years","North Carolina","684,205","±2,886","684,205","(X)",2021
"All parents in family in labor force","North Carolina","454,879","±5,690","66.50%","±0.7",2021
"Own children of the householder 6 to 17 years","North Carolina","1,485,220","±4,694","1,485,220","(X)",2021
"All parents in family in labor force","North Carolina","1,068,120","±7,671","71.90%","±0.4",2021
"Population 16 years and over","North Dakota","607,971","±603","607,971","(X)",2021
"In labor force","North Dakota","424,182","±2,200","69.80%","±0.4",2021
"Civilian labor force","North Dakota","416,764","±2,280","68.50%","±0.4",2021
"Employed","North Dakota","403,612","±2,379","66.40%","±0.4",2021
"Unemployed","North Dakota","13,152","±881","2.20%","±0.1",2021
"Armed Forces","North Dakota","7,418","±672","1.20%","±0.1",2021
"Not in labor force","North Dakota","183,789","±2,185","30.20%","±0.4",2021
"Civilian labor force","North Dakota","416,764","±2,280","416,764","(X)",2021
"Unemployment Rate","North Dakota","(X)","(X)","3.20%","±0.2",2021
"Females 16 years and over","North Dakota","295,845","±561","295,845","(X)",2021
"In labor force","North Dakota","192,265","±1,370","65.00%","±0.5",2021
"Civilian labor force","North Dakota","190,880","±1,393","64.50%","±0.5",2021
"Employed","North Dakota","185,738","±1,357","62.80%","±0.5",2021
"Own children of the householder under 6 years","North Dakota","61,716","±821","61,716","(X)",2021
"All parents in family in labor force","North Dakota","46,140","±1,241","74.80%","±1.6",2021
"Own children of the householder 6 to 17 years","North Dakota","114,824","±906","114,824","(X)",2021
"All parents in family in labor force","North Dakota","91,399","±1,576","79.60%","±1.2",2021
"Population 16 years and over","Ohio","9,449,482","±2,215","9,449,482","(X)",2021
"In labor force","Ohio","5,981,645","±10,617","63.30%","±0.1",2021
"Civilian labor force","Ohio","5,970,869","±10,475","63.20%","±0.1",2021
"Employed","Ohio","5,656,463","±12,836","59.90%","±0.1",2021
"Unemployed","Ohio","314,406","±5,727","3.30%","±0.1",2021
"Armed Forces","Ohio","10,776","±796","0.10%","±0.1",2021
"Not in labor force","Ohio","3,467,837","±10,557","36.70%","±0.1",2021
"Civilian labor force","Ohio","5,970,869","±10,475","5,970,869","(X)",2021
"Unemployment Rate","Ohio","(X)","(X)","5.30%","±0.1",2021
"Females 16 years and over","Ohio","4,836,849","±1,528","4,836,849","(X)",2021
"In labor force","Ohio","2,862,594","±6,679","59.20%","±0.1",2021
"Civilian labor force","Ohio","2,860,076","±6,641","59.10%","±0.1",2021
"Employed","Ohio","2,716,957","±7,893","56.20%","±0.2",2021
"Own children of the householder under 6 years","Ohio","788,017","±3,938","788,017","(X)",2021
"All parents in family in labor force","Ohio","547,779","±6,275","69.50%","±0.6",2021
"Own children of the householder 6 to 17 years","Ohio","1,690,086","±4,917","1,690,086","(X)",2021
"All parents in family in labor force","Ohio","1,253,399","±7,685","74.20%","±0.4",2021
"Population 16 years and over","Oklahoma","3,094,226","±1,213","3,094,226","(X)",2021
"In labor force","Oklahoma","1,902,597","±4,979","61.50%","±0.2",2021
"Civilian labor force","Oklahoma","1,881,598","±4,944","60.80%","±0.2",2021
"Employed","Oklahoma","1,786,742","±5,018","57.70%","±0.2",2021
"Unemployed","Oklahoma","94,856","±2,273","3.10%","±0.1",2021
"Armed Forces","Oklahoma","20,999","±995","0.70%","±0.1",2021
"Not in labor force","Oklahoma","1,191,629","±5,196","38.50%","±0.2",2021
"Civilian labor force","Oklahoma","1,881,598","±4,944","1,881,598","(X)",2021
"Unemployment Rate","Oklahoma","(X)","(X)","5.00%","±0.1",2021
"Females 16 years and over","Oklahoma","1,566,594","±1,094","1,566,594","(X)",2021
"In labor force","Oklahoma","883,918","±3,984","56.40%","±0.2",2021
"Civilian labor force","Oklahoma","880,358","±3,959","56.20%","±0.2",2021
"Employed","Oklahoma","837,357","±3,971","53.50%","±0.2",2021
"Own children of the householder under 6 years","Oklahoma","291,090","±1,554","291,090","(X)",2021
"All parents in family in labor force","Oklahoma","184,962","±2,234","63.50%","±0.7",2021
"Own children of the householder 6 to 17 years","Oklahoma","607,252","±1,991","607,252","(X)",2021
"All parents in family in labor force","Oklahoma","423,231","±3,742","69.70%","±0.6",2021
"Population 16 years and over","Oregon","3,434,262","±1,459","3,434,262","(X)",2021
"In labor force","Oregon","2,150,814","±6,797","62.60%","±0.2",2021
"Civilian labor force","Oregon","2,146,693","±6,767","62.50%","±0.2",2021
"Employed","Oregon","2,026,107","±6,717","59.00%","±0.2",2021
"Unemployed","Oregon","120,586","±2,987","3.50%","±0.1",2021
"Armed Forces","Oregon","4,121","±586","0.10%","±0.1",2021
"Not in labor force","Oregon","1,283,448","±6,751","37.40%","±0.2",2021
"Civilian labor force","Oregon","2,146,693","±6,767","2,146,693","(X)",2021
"Unemployment Rate","Oregon","(X)","(X)","5.60%","±0.1",2021
"Females 16 years and over","Oregon","1,734,506","±1,270","1,734,506","(X)",2021
"In labor force","Oregon","1,013,939","±5,033","58.50%","±0.3",2021
"Civilian labor force","Oregon","1,013,303","±5,049","58.40%","±0.3",2021
"Employed","Oregon","957,857","±5,188","55.20%","±0.3",2021
"Own children of the householder under 6 years","Oregon","258,667","±1,917","258,667","(X)",2021
"All parents in family in labor force","Oregon","167,185","±2,960","64.60%","±1.1",2021
"Own children of the householder 6 to 17 years","Oregon","566,873","±2,638","566,873","(X)",2021
"All parents in family in labor force","Oregon","402,907","±4,383","71.10%","±0.7",2021
"Population 16 years and over","Pennsylvania","10,587,037","±2,689","10,587,037","(X)",2021
"In labor force","Pennsylvania","6,671,309","±12,439","63.00%","±0.1",2021
"Civilian labor force","Pennsylvania","6,662,890","±12,652","62.90%","±0.1",2021
"Employed","Pennsylvania","6,295,594","±13,911","59.50%","±0.1",2021
"Unemployed","Pennsylvania","367,296","±5,204","3.50%","±0.1",2021
"Armed Forces","Pennsylvania","8,419","±761","0.10%","±0.1",2021
"Not in labor force","Pennsylvania","3,915,728","±12,376","37.00%","±0.1",2021
"Civilian labor force","Pennsylvania","6,662,890","±12,652","6,662,890","(X)",2021
"Unemployment Rate","Pennsylvania","(X)","(X)","5.50%","±0.1",2021
"Females 16 years and over","Pennsylvania","5,414,620","±2,119","5,414,620","(X)",2021
"In labor force","Pennsylvania","3,186,445","±8,006","58.80%","±0.2",2021
"Civilian labor force","Pennsylvania","3,185,319","±8,024","58.80%","±0.2",2021
"Employed","Pennsylvania","3,017,484","±8,412","55.70%","±0.2",2021
"Own children of the householder under 6 years","Pennsylvania","811,973","±3,166","811,973","(X)",2021
"All parents in family in labor force","Pennsylvania","568,261","±5,248","70.00%","±0.6",2021
"Own children of the householder 6 to 17 years","Pennsylvania","1,760,268","±4,123","1,760,268","(X)",2021
"All parents in family in labor force","Pennsylvania","1,303,481","±6,351","74.10%","±0.4",2021
"Population 16 years and over","Rhode Island","906,304","±634","906,304","(X)",2021
"In labor force","Rhode Island","592,466","±3,450","65.40%","±0.4",2021
"Civilian labor force","Rhode Island","588,135","±3,600","64.90%","±0.4",2021
"Employed","Rhode Island","552,707","±3,683","61.00%","±0.4",2021
"Unemployed","Rhode Island","35,428","±1,597","3.90%","±0.2",2021
"Armed Forces","Rhode Island","4,331","±487","0.50%","±0.1",2021
"Not in labor force","Rhode Island","313,838","±3,560","34.60%","±0.4",2021
