"Label..Grouping.","State","Estimate","Margin.of.Error","Percent","Percent.Margin.of.Error","Year"
"With health insurance coverage","Tennessee","95,227","±3,138","62.80%","±1.3",2022
"With private health insurance","Tennessee","59,330","±2,447","39.10%","±1.4",2022
"With public coverage","Tennessee","41,875","±1,974","27.60%","±1.0",2022
"No health insurance coverage","Tennessee","56,421","±2,577","37.20%","±1.3",2022
"Not in labor force:","Tennessee","953,158","±8,407","953,158","(X)",2022
"With health insurance coverage","Tennessee","779,924","±7,431","81.80%","±0.4",2022
"With private health insurance","Tennessee","462,446","±6,021","48.50%","±0.5",2022
"With public coverage","Tennessee","397,917","±5,401","41.70%","±0.4",2022
"No health insurance coverage","Tennessee","173,234","±3,984","18.20%","±0.4",2022
"Civilian noninstitutionalized population","Texas","28,764,407","±2,722","28,764,407","(X)",2022
"With health insurance coverage","Texas","23,708,399","±46,206","82.40%","±0.2",2022
"With private health insurance","Texas","17,979,420","±68,232","62.50%","±0.2",2022
"With public coverage","Texas","8,248,668","±30,724","28.70%","±0.1",2022
"No health insurance coverage","Texas","5,056,008","±46,383","17.60%","±0.2",2022
"Civilian noninstitutionalized population under 19 years","Texas","7,824,906","±4,355","7,824,906","(X)",2022
"No health insurance coverage","Texas","914,426","±16,132","11.70%","±0.2",2022
"Civilian noninstitutionalized population 19 to 64 years","Texas","17,260,664","±5,421","17,260,664","(X)",2022
"In labor force:","Texas","13,531,549","±18,034","13,531,549","(X)",2022
"Employed:","Texas","12,855,104","±20,385","12,855,104","(X)",2022
"With health insurance coverage","Texas","10,208,404","±34,958","79.40%","±0.2",2022
"With private health insurance","Texas","9,765,972","±33,996","76.00%","±0.2",2022
"With public coverage","Texas","765,330","±10,154","6.00%","±0.1",2022
"No health insurance coverage","Texas","2,646,700","±26,963","20.60%","±0.2",2022
"Unemployed:","Texas","676,445","±9,184","676,445","(X)",2022
"With health insurance coverage","Texas","358,166","±6,719","52.90%","±0.7",2022
"With private health insurance","Texas","274,373","±5,935","40.60%","±0.7",2022
"With public coverage","Texas","102,003","±3,502","15.10%","±0.5",2022
"No health insurance coverage","Texas","318,279","±6,485","47.10%","±0.7",2022
"Not in labor force:","Texas","3,729,115","±18,587","3,729,115","(X)",2022
"With health insurance coverage","Texas","2,620,910","±12,987","70.30%","±0.3",2022
"With private health insurance","Texas","1,834,225","±11,678","49.20%","±0.3",2022
"With public coverage","Texas","982,905","±9,559","26.40%","±0.2",2022
"No health insurance coverage","Texas","1,108,205","±12,852","29.70%","±0.3",2022
"Civilian noninstitutionalized population","Utah","3,257,798","±608","3,257,798","(X)",2022
"With health insurance coverage","Utah","2,969,615","±7,285","91.20%","±0.2",2022
"With private health insurance","Utah","2,563,999","±10,940","78.70%","±0.3",2022
"With public coverage","Utah","697,511","±7,868","21.40%","±0.2",2022
"No health insurance coverage","Utah","288,183","±7,292","8.80%","±0.2",2022
"Civilian noninstitutionalized population under 19 years","Utah","992,792","±1,307","992,792","(X)",2022
"No health insurance coverage","Utah","70,380","±3,079","7.10%","±0.3",2022
"Civilian noninstitutionalized population 19 to 64 years","Utah","1,895,605","±1,635","1,895,605","(X)",2022
"In labor force:","Utah","1,537,620","±4,618","1,537,620","(X)",2022
"Employed:","Utah","1,491,250","±5,031","1,491,250","(X)",2022
"With health insurance coverage","Utah","1,340,423","±5,877","89.90%","±0.3",2022
"With private health insurance","Utah","1,292,852","±6,435","86.70%","±0.3",2022
"With public coverage","Utah","79,068","±2,358","5.30%","±0.2",2022
"No health insurance coverage","Utah","150,827","±4,408","10.10%","±0.3",2022
"Unemployed:","Utah","46,370","±1,681","46,370","(X)",2022
"With health insurance coverage","Utah","33,393","±1,377","72.00%","±1.8",2022
"With private health insurance","Utah","25,875","±1,214","55.80%","±1.8",2022
"With public coverage","Utah","8,524","±789","18.40%","±1.6",2022
"No health insurance coverage","Utah","12,977","±1,028","28.00%","±1.8",2022
"Not in labor force:","Utah","357,985","±4,513","357,985","(X)",2022
"With health insurance coverage","Utah","306,918","±4,061","85.70%","±0.5",2022
"With private health insurance","Utah","241,462","±3,769","67.50%","±0.6",2022
"With public coverage","Utah","86,767","±2,207","24.20%","±0.5",2022
"No health insurance coverage","Utah","51,067","±1,815","14.30%","±0.5",2022
"Civilian noninstitutionalized population","Vermont","637,608","±245","637,608","(X)",2022
"With health insurance coverage","Vermont","611,467","±1,369","95.90%","±0.2",2022
"With private health insurance","Vermont","442,589","±4,068","69.40%","±0.6",2022
"With public coverage","Vermont","265,890","±3,564","41.70%","±0.6",2022
"No health insurance coverage","Vermont","26,141","±1,349","4.10%","±0.2",2022
"Civilian noninstitutionalized population under 19 years","Vermont","127,303","±552","127,303","(X)",2022
"No health insurance coverage","Vermont","2,532","±445","2.00%","±0.3",2022
"Civilian noninstitutionalized population 19 to 64 years","Vermont","382,943","±657","382,943","(X)",2022
"In labor force:","Vermont","307,877","±2,108","307,877","(X)",2022
"Employed:","Vermont","296,497","±2,207","296,497","(X)",2022
"With health insurance coverage","Vermont","278,608","±2,389","94.00%","±0.4",2022
"With private health insurance","Vermont","242,882","±2,886","81.90%","±0.6",2022
"With public coverage","Vermont","43,477","±1,669","14.70%","±0.6",2022
"No health insurance coverage","Vermont","17,889","±1,059","6.00%","±0.4",2022
"Unemployed:","Vermont","11,380","±869","11,380","(X)",2022
"With health insurance coverage","Vermont","9,951","±781","87.40%","±1.9",2022
"With private health insurance","Vermont","4,838","±488","42.50%","±3.2",2022
"With public coverage","Vermont","5,411","±577","47.50%","±3.4",2022
"No health insurance coverage","Vermont","1,429","±249","12.60%","±1.9",2022
"Not in labor force:","Vermont","75,066","±2,142","75,066","(X)",2022
"With health insurance coverage","Vermont","71,079","±2,186","94.70%","±0.6",2022
"With private health insurance","Vermont","37,116","±1,283","49.40%","±1.4",2022
"With public coverage","Vermont","39,402","±1,759","52.50%","±1.4",2022
"No health insurance coverage","Vermont","3,987","±449","5.30%","±0.6",2022
"Civilian noninstitutionalized population","Virginia","8,398,580","±2,600","8,398,580","(X)",2022
"With health insurance coverage","Virginia","7,774,949","±11,738","92.60%","±0.1",2022
"With private health insurance","Virginia","6,254,576","±23,097","74.50%","±0.3",2022
"With public coverage","Virginia","2,635,403","±13,193","31.40%","±0.2",2022
"No health insurance coverage","Virginia","623,631","±11,380","7.40%","±0.1",2022
"Civilian noninstitutionalized population under 19 years","Virginia","2,001,994","±2,403","2,001,994","(X)",2022
"No health insurance coverage","Virginia","93,557","±3,334","4.70%","±0.2",2022
"Civilian noninstitutionalized population 19 to 64 years","Virginia","5,046,781","±3,800","5,046,781","(X)",2022
"In labor force:","Virginia","4,040,390","±8,277","4,040,390","(X)",2022
"Employed:","Virginia","3,869,637","±8,503","3,869,637","(X)",2022
"With health insurance coverage","Virginia","3,519,791","±12,092","91.00%","±0.2",2022
"With private health insurance","Virginia","3,305,146","±12,596","85.40%","±0.2",2022
"With public coverage","Virginia","353,563","±5,211","9.10%","±0.1",2022
"No health insurance coverage","Virginia","349,846","±7,522","9.00%","±0.2",2022
"Unemployed:","Virginia","170,753","±3,394","170,753","(X)",2022
"With health insurance coverage","Virginia","128,598","±2,954","75.30%","±0.9",2022
"With private health insurance","Virginia","82,990","±2,450","48.60%","±1.1",2022
"With public coverage","Virginia","52,934","±1,850","31.00%","±0.9",2022
"No health insurance coverage","Virginia","42,155","±1,857","24.70%","±0.9",2022
"Not in labor force:","Virginia","1,006,391","±8,133","1,006,391","(X)",2022
"With health insurance coverage","Virginia","880,697","±7,364","87.50%","±0.3",2022
"With private health insurance","Virginia","596,010","±6,029","59.20%","±0.6",2022
"With public coverage","Virginia","356,008","±5,957","35.40%","±0.4",2022
"No health insurance coverage","Virginia","125,694","±3,604","12.50%","±0.3",2022
"Civilian noninstitutionalized population","Washington","7,571,532","±2,251","7,571,532","(X)",2022
"With health insurance coverage","Washington","7,087,813","±8,817","93.60%","±0.1",2022
"With private health insurance","Washington","5,379,131","±21,717","71.00%","±0.3",2022
"With public coverage","Washington","2,700,066","±15,799","35.70%","±0.2",2022
"No health insurance coverage","Washington","483,719","±8,556","6.40%","±0.1",2022
"Civilian noninstitutionalized population under 19 years","Washington","1,756,856","±1,862","1,756,856","(X)",2022
"No health insurance coverage","Washington","52,094","±3,217","3.00%","±0.2",2022
"Civilian noninstitutionalized population 19 to 64 years","Washington","4,608,689","±2,816","4,608,689","(X)",2022
"In labor force:","Washington","3,643,022","±7,139","3,643,022","(X)",2022
"Employed:","Washington","3,469,720","±7,907","3,469,720","(X)",2022
"With health insurance coverage","Washington","3,185,391","±9,927","91.80%","±0.2",2022
"With private health insurance","Washington","2,908,418","±11,922","83.80%","±0.3",2022
"With public coverage","Washington","397,103","±5,770","11.40%","±0.2",2022
"No health insurance coverage","Washington","284,329","±5,578","8.20%","±0.2",2022
"Unemployed:","Washington","173,302","±3,387","173,302","(X)",2022
"With health insurance coverage","Washington","139,482","±3,098","80.50%","±1.0",2022
"With private health insurance","Washington","78,444","±2,364","45.30%","±1.1",2022
"With public coverage","Washington","67,783","±2,364","39.10%","±1.1",2022
"No health insurance coverage","Washington","33,820","±1,860","19.50%","±1.0",2022
"Not in labor force:","Washington","965,667","±6,453","965,667","(X)",2022
"With health insurance coverage","Washington","860,720","±6,520","89.10%","±0.3",2022
"With private health insurance","Washington","529,382","±5,451","54.80%","±0.5",2022
"With public coverage","Washington","401,139","±5,114","41.50%","±0.4",2022
"No health insurance coverage","Washington","104,947","±2,960","10.90%","±0.3",2022
"Civilian noninstitutionalized population","West Virginia","1,759,522","±446","1,759,522","(X)",2022
"With health insurance coverage","West Virginia","1,647,026","±3,736","93.60%","±0.2",2022
"With private health insurance","West Virginia","1,111,266","±8,712","63.20%","±0.5",2022
"With public coverage","West Virginia","836,890","±7,220","47.60%","±0.4",2022
"No health insurance coverage","West Virginia","112,496","±3,745","6.40%","±0.2",2022
"Civilian noninstitutionalized population under 19 years","West Virginia","384,702","±1,449","384,702","(X)",2022
"No health insurance coverage","West Virginia","12,243","±1,231","3.20%","±0.3",2022
"Civilian noninstitutionalized population 19 to 64 years","West Virginia","1,017,917","±1,632","1,017,917","(X)",2022
"In labor force:","West Virginia","712,186","±4,352","712,186","(X)",2022
"Employed:","West Virginia","669,877","±4,242","669,877","(X)",2022
"With health insurance coverage","West Virginia","608,155","±4,930","90.80%","±0.3",2022
"With private health insurance","West Virginia","530,861","±5,183","79.20%","±0.5",2022
"With public coverage","West Virginia","103,505","±2,252","15.50%","±0.3",2022
"No health insurance coverage","West Virginia","61,722","±2,224","9.20%","±0.3",2022
"Unemployed:","West Virginia","42,309","±1,766","42,309","(X)",2022
"With health insurance coverage","West Virginia","32,297","±1,565","76.30%","±2.2",2022
"With private health insurance","West Virginia","12,303","±870","29.10%","±1.9",2022
"With public coverage","West Virginia","21,102","±1,363","49.90%","±2.3",2022
"No health insurance coverage","West Virginia","10,012","±1,037","23.70%","±2.2",2022
"Not in labor force:","West Virginia","305,731","±4,031","305,731","(X)",2022
"With health insurance coverage","West Virginia","278,315","±3,621","91.00%","±0.4",2022
"With private health insurance","West Virginia","131,510","±2,498","43.00%","±0.8",2022
"With public coverage","West Virginia","178,194","±3,745","58.30%","±0.9",2022
"No health insurance coverage","West Virginia","27,416","±1,389","9.00%","±0.4",2022
"Civilian noninstitutionalized population","Wisconsin","5,815,677","±420","5,815,677","(X)",2022
"With health insurance coverage","Wisconsin","5,498,813","±6,493","94.60%","±0.1",2022
"With private health insurance","Wisconsin","4,320,805","±14,042","74.30%","±0.2",2022
"With public coverage","Wisconsin","1,975,072","±9,971","34.00%","±0.2",2022
"No health insurance coverage","Wisconsin","316,864","±6,361","5.40%","±0.1",2022
"Civilian noninstitutionalized population under 19 years","Wisconsin","1,352,953","±1,625","1,352,953","(X)",2022
"No health insurance coverage","Wisconsin","54,038","±2,426","4.00%","±0.2",2022
"Civilian noninstitutionalized population 19 to 64 years","Wisconsin","3,451,595","±1,765","3,451,595","(X)",2022
"In labor force:","Wisconsin","2,835,854","±5,879","2,835,854","(X)",2022
"Employed:","Wisconsin","2,744,612","±6,428","2,744,612","(X)",2022
"With health insurance coverage","Wisconsin","2,559,700","±7,887","93.30%","±0.1",2022
