"Label..Grouping.","State","Estimate","Margin.of.Error","Percent","Percent.Margin.of.Error","Year"
"Worked from home","Mississippi","37,284","±1,445","3.00%","±0.1",2020
"Mean travel time to work (minutes)","Mississippi","25.2","±0.2","(X)","(X)",2020
"Workers 16 years and over","Missouri","2,897,593","±7,891","2,897,593","(X)",2020
"Car, truck, or van -- drove alone","Missouri","2,342,401","±8,392","80.80%","±0.2",2020
"Car, truck, or van -- carpooled","Missouri","242,252","±4,542","8.40%","±0.1",2020
"Public transportation (excluding taxicab)","Missouri","33,546","±1,552","1.20%","±0.1",2020
"Walked","Missouri","55,142","±2,208","1.90%","±0.1",2020
"Other means","Missouri","34,387","±1,594","1.20%","±0.1",2020
"Worked from home","Missouri","189,865","±4,598","6.60%","±0.2",2020
"Mean travel time to work (minutes)","Missouri","23.9","±0.1","(X)","(X)",2020
"Workers 16 years and over","Montana","512,202","±2,696","512,202","(X)",2020
"Car, truck, or van -- drove alone","Montana","385,206","±2,711","75.20%","±0.4",2020
"Car, truck, or van -- carpooled","Montana","47,247","±1,834","9.20%","±0.4",2020
"Public transportation (excluding taxicab)","Montana","3,729","±481","0.70%","±0.1",2020
"Walked","Montana","23,670","±1,102","4.60%","±0.2",2020
"Other means","Montana","11,242","±858","2.20%","±0.2",2020
"Worked from home","Montana","41,108","±1,633","8.00%","±0.3",2020
"Mean travel time to work (minutes)","Montana","18.4","±0.2","(X)","(X)",2020
"Workers 16 years and over","Nebraska","987,536","±3,719","987,536","(X)",2020
"Car, truck, or van -- drove alone","Nebraska","796,849","±3,857","80.70%","±0.3",2020
"Car, truck, or van -- carpooled","Nebraska","88,485","±2,127","9.00%","±0.2",2020
"Public transportation (excluding taxicab)","Nebraska","6,256","±654","0.60%","±0.1",2020
"Walked","Nebraska","24,840","±1,049","2.50%","±0.1",2020
"Other means","Nebraska","11,634","±831","1.20%","±0.1",2020
"Worked from home","Nebraska","59,472","±2,066","6.00%","±0.2",2020
"Mean travel time to work (minutes)","Nebraska","18.9","±0.1","(X)","(X)",2020
"Workers 16 years and over","Nevada","1,402,593","±5,906","1,402,593","(X)",2020
"Car, truck, or van -- drove alone","Nevada","1,077,493","±6,782","76.80%","±0.3",2020
"Car, truck, or van -- carpooled","Nevada","148,288","±3,509","10.60%","±0.3",2020
"Public transportation (excluding taxicab)","Nevada","41,190","±1,735","2.90%","±0.1",2020
"Walked","Nevada","22,901","±1,505","1.60%","±0.1",2020
"Other means","Nevada","31,724","±1,651","2.30%","±0.1",2020
"Worked from home","Nevada","80,997","±2,665","5.80%","±0.2",2020
"Mean travel time to work (minutes)","Nevada","24.6","±0.1","(X)","(X)",2020
"Workers 16 years and over","New Hampshire","715,564","±3,428","715,564","(X)",2020
"Car, truck, or van -- drove alone","New Hampshire","569,140","±4,189","79.50%","±0.4",2020
"Car, truck, or van -- carpooled","New Hampshire","54,771","±2,040","7.70%","±0.3",2020
"Public transportation (excluding taxicab)","New Hampshire","5,646","±640","0.80%","±0.1",2020
"Walked","New Hampshire","18,117","±1,296","2.50%","±0.2",2020
"Other means","New Hampshire","8,603","±685","1.20%","±0.1",2020
"Worked from home","New Hampshire","59,287","±2,250","8.30%","±0.3",2020
"Mean travel time to work (minutes)","New Hampshire","27.4","±0.2","(X)","(X)",2020
"Workers 16 years and over","New Jersey","4,332,443","±10,967","4,332,443","(X)",2020
"Car, truck, or van -- drove alone","New Jersey","3,013,993","±12,551","69.60%","±0.2",2020
"Car, truck, or van -- carpooled","New Jersey","338,813","±5,321","7.80%","±0.1",2020
"Public transportation (excluding taxicab)","New Jersey","466,091","±6,004","10.80%","±0.1",2020
"Walked","New Jersey","113,944","±2,853","2.60%","±0.1",2020
"Other means","New Jersey","83,229","±2,631","1.90%","±0.1",2020
"Worked from home","New Jersey","316,373","±6,720","7.30%","±0.2",2020
"Mean travel time to work (minutes)","New Jersey","32","±0.1","(X)","(X)",2020
"Workers 16 years and over","New Mexico","886,239","±4,758","886,239","(X)",2020
"Car, truck, or van -- drove alone","New Mexico","700,583","±5,404","79.10%","±0.4",2020
"Car, truck, or van -- carpooled","New Mexico","88,845","±2,908","10.00%","±0.3",2020
"Public transportation (excluding taxicab)","New Mexico","8,796","±847","1.00%","±0.1",2020
"Walked","New Mexico","17,157","±1,166","1.90%","±0.1",2020
"Other means","New Mexico","14,278","±1,098","1.60%","±0.1",2020
"Worked from home","New Mexico","56,580","±2,265","6.40%","±0.3",2020
"Mean travel time to work (minutes)","New Mexico","22.7","±0.2","(X)","(X)",2020
"Workers 16 years and over","New York","9,219,025","±16,305","9,219,025","(X)",2020
"Car, truck, or van -- drove alone","New York","4,822,623","±15,594","52.30%","±0.1",2020
"Car, truck, or van -- carpooled","New York","592,921","±7,429","6.40%","±0.1",2020
"Public transportation (excluding taxicab)","New York","2,418,334","±13,549","26.20%","±0.1",2020
"Walked","New York","548,517","±5,804","5.90%","±0.1",2020
"Other means","New York","202,433","±4,136","2.20%","±0.1",2020
"Worked from home","New York","634,197","±8,308","6.90%","±0.1",2020
"Mean travel time to work (minutes)","New York","33.5","±0.1","(X)","(X)",2020
"Workers 16 years and over","North Carolina","4,829,643","±12,457","4,829,643","(X)",2020
"Car, truck, or van -- drove alone","North Carolina","3,831,343","±13,799","79.30%","±0.2",2020
"Car, truck, or van -- carpooled","North Carolina","432,543","±6,223","9.00%","±0.1",2020
"Public transportation (excluding taxicab)","North Carolina","46,628","±1,816","1.00%","±0.1",2020
"Walked","North Carolina","84,397","±2,587","1.70%","±0.1",2020
"Other means","North Carolina","63,858","±2,893","1.30%","±0.1",2020
"Worked from home","North Carolina","370,874","±6,576","7.70%","±0.1",2020
"Mean travel time to work (minutes)","North Carolina","24.9","±0.1","(X)","(X)",2020
"Workers 16 years and over","North Dakota","401,160","±2,286","401,160","(X)",2020
"Car, truck, or van -- drove alone","North Dakota","324,230","±2,987","80.80%","±0.6",2020
"Car, truck, or van -- carpooled","North Dakota","35,572","±1,858","8.90%","±0.5",2020
"Public transportation (excluding taxicab)","North Dakota","2,125","±385","0.50%","±0.1",2020
"Walked","North Dakota","12,812","±729","3.20%","±0.2",2020
"Other means","North Dakota","5,488","±620","1.40%","±0.2",2020
"Worked from home","North Dakota","20,933","±1,081","5.20%","±0.3",2020
"Mean travel time to work (minutes)","North Dakota","17.6","±0.3","(X)","(X)",2020
"Workers 16 years and over","Ohio","5,496,532","±12,742","5,496,532","(X)",2020
"Car, truck, or van -- drove alone","Ohio","4,481,335","±12,942","81.50%","±0.1",2020
"Car, truck, or van -- carpooled","Ohio","417,967","±5,714","7.60%","±0.1",2020
"Public transportation (excluding taxicab)","Ohio","79,191","±2,346","1.40%","±0.1",2020
"Walked","Ohio","118,884","±2,515","2.20%","±0.1",2020
"Other means","Ohio","66,193","±2,395","1.20%","±0.1",2020
"Worked from home","Ohio","332,962","±6,068","6.10%","±0.1",2020
"Mean travel time to work (minutes)","Ohio","23.7","±0.1","(X)","(X)",2020
"Workers 16 years and over","Oklahoma","1,766,223","±6,373","1,766,223","(X)",2020
"Car, truck, or van -- drove alone","Oklahoma","1,441,754","±6,295","81.60%","±0.2",2020
"Car, truck, or van -- carpooled","Oklahoma","171,404","±3,361","9.70%","±0.2",2020
"Public transportation (excluding taxicab)","Oklahoma","6,556","±662","0.40%","±0.1",2020
"Walked","Oklahoma","30,002","±1,343","1.70%","±0.1",2020
"Other means","Oklahoma","24,303","±971","1.40%","±0.1",2020
"Worked from home","Oklahoma","92,204","±2,437","5.20%","±0.1",2020
"Mean travel time to work (minutes)","Oklahoma","22","±0.1","(X)","(X)",2020
"Workers 16 years and over","Oregon","1,976,256","±7,202","1,976,256","(X)",2020
"Car, truck, or van -- drove alone","Oregon","1,393,173","±7,392","70.50%","±0.3",2020
"Car, truck, or van -- carpooled","Oregon","185,665","±4,521","9.40%","±0.2",2020
"Public transportation (excluding taxicab)","Oregon","79,221","±2,596","4.00%","±0.1",2020
"Walked","Oregon","70,406","±2,107","3.60%","±0.1",2020
"Other means","Oregon","61,787","±2,642","3.10%","±0.1",2020
"Worked from home","Oregon","186,004","±4,151","9.40%","±0.2",2020
"Mean travel time to work (minutes)","Oregon","23.9","±0.1","(X)","(X)",2020
"Workers 16 years and over","Pennsylvania","6,085,959","±13,650","6,085,959","(X)",2020
"Car, truck, or van -- drove alone","Pennsylvania","4,530,697","±13,593","74.40%","±0.1",2020
"Car, truck, or van -- carpooled","Pennsylvania","498,476","±5,564","8.20%","±0.1",2020
"Public transportation (excluding taxicab)","Pennsylvania","315,578","±4,330","5.20%","±0.1",2020
"Walked","Pennsylvania","211,881","±4,120","3.50%","±0.1",2020
"Other means","Pennsylvania","95,526","±2,898","1.60%","±0.1",2020
"Worked from home","Pennsylvania","433,801","±6,522","7.10%","±0.1",2020
"Mean travel time to work (minutes)","Pennsylvania","27.1","±0.1","(X)","(X)",2020
"Workers 16 years and over","Rhode Island","524,196","±3,788","524,196","(X)",2020
"Car, truck, or van -- drove alone","Rhode Island","417,883","±3,908","79.70%","±0.5",2020
"Car, truck, or van -- carpooled","Rhode Island","42,224","±1,817","8.10%","±0.3",2020
"Public transportation (excluding taxicab)","Rhode Island","11,747","±881","2.20%","±0.2",2020
"Walked","Rhode Island","16,452","±951","3.10%","±0.2",2020
"Other means","Rhode Island","6,908","±999","1.30%","±0.2",2020
"Worked from home","Rhode Island","28,982","±1,432","5.50%","±0.3",2020
"Mean travel time to work (minutes)","Rhode Island","25.3","±0.3","(X)","(X)",2020
"Workers 16 years and over","South Carolina","2,304,196","±8,635","2,304,196","(X)",2020
"Car, truck, or van -- drove alone","South Carolina","1,879,042","±9,305","81.50%","±0.3",2020
"Car, truck, or van -- carpooled","South Carolina","205,639","±4,494","8.90%","±0.2",2020
"Public transportation (excluding taxicab)","South Carolina","11,723","±1,104","0.50%","±0.1",2020
"Walked","South Carolina","44,903","±1,849","1.90%","±0.1",2020
"Other means","South Carolina","32,978","±1,720","1.40%","±0.1",2020
"Worked from home","South Carolina","129,911","±3,958","5.60%","±0.2",2020
"Mean travel time to work (minutes)","South Carolina","25.1","±0.1","(X)","(X)",2020
"Workers 16 years and over","South Dakota","441,356","±2,296","441,356","(X)",2020
"Car, truck, or van -- drove alone","South Dakota","352,936","±2,486","80.00%","±0.4",2020
"Car, truck, or van -- carpooled","South Dakota","35,792","±1,441","8.10%","±0.3",2020
"Public transportation (excluding taxicab)","South Dakota","2,046","±357","0.50%","±0.1",2020
"Walked","South Dakota","15,504","±778","3.50%","±0.2",2020
"Other means","South Dakota","5,312","±486","1.20%","±0.1",2020
"Worked from home","South Dakota","29,766","±1,184","6.70%","±0.3",2020
"Mean travel time to work (minutes)","South Dakota","17.3","±0.2","(X)","(X)",2020
"Workers 16 years and over","Tennessee","3,103,430","±8,884","3,103,430","(X)",2020
"Car, truck, or van -- drove alone","Tennessee","2,542,954","±9,521","81.90%","±0.2",2020
"Car, truck, or van -- carpooled","Tennessee","271,577","±5,595","8.80%","±0.2",2020
"Public transportation (excluding taxicab)","Tennessee","18,681","±1,303","0.60%","±0.1",2020
"Walked","Tennessee","38,932","±1,640","1.30%","±0.1",2020
"Other means","Tennessee","36,882","±1,691","1.20%","±0.1",2020
"Worked from home","Tennessee","194,404","±4,412","6.30%","±0.1",2020
"Mean travel time to work (minutes)","Tennessee","25.4","±0.1","(X)","(X)",2020
"Workers 16 years and over","Texas","13,307,640","±22,902","13,307,640","(X)",2020
"Car, truck, or van -- drove alone","Texas","10,471,139","±21,899","78.70%","±0.1",2020
"Car, truck, or van -- carpooled","Texas","1,320,974","±14,241","9.90%","±0.1",2020
"Public transportation (excluding taxicab)","Texas","166,825","±3,970","1.30%","±0.1",2020
"Walked","Texas","203,246","±3,374","1.50%","±0.1",2020
"Other means","Texas","209,391","±4,291","1.60%","±0.1",2020
"Worked from home","Texas","936,065","±11,453","7.00%","±0.1",2020
"Mean travel time to work (minutes)","Texas","26.6","±0.1","(X)","(X)",2020
"Workers 16 years and over","Utah","1,517,044","±5,063","1,517,044","(X)",2020
"Car, truck, or van -- drove alone","Utah","1,128,793","±5,795","74.40%","±0.3",2020
"Car, truck, or van -- carpooled","Utah","157,781","±3,250","10.40%","±0.2",2020
"Public transportation (excluding taxicab)","Utah","33,830","±1,498","2.20%","±0.1",2020
"Walked","Utah","35,471","±1,667","2.30%","±0.1",2020
"Other means","Utah","22,951","±1,375","1.50%","±0.1",2020
"Worked from home","Utah","138,218","±3,282","9.10%","±0.2",2020
"Mean travel time to work (minutes)","Utah","22","±0.1","(X)","(X)",2020
"Workers 16 years and over","Vermont","322,116","±2,360","322,116","(X)",2020
"Car, truck, or van -- drove alone","Vermont","239,524","±2,510","74.40%","±0.6",2020
"Car, truck, or van -- carpooled","Vermont","27,346","±1,151","8.50%","±0.4",2020
"Public transportation (excluding taxicab)","Vermont","3,877","±465","1.20%","±0.1",2020
"Walked","Vermont","16,735","±997","5.20%","±0.3",2020
"Other means","Vermont","5,500","±630","1.70%","±0.2",2020
"Worked from home","Vermont","29,134","±1,295","9.00%","±0.4",2020
"Mean travel time to work (minutes)","Vermont","23.3","±0.3","(X)","(X)",2020
"Workers 16 years and over","Virginia","4,224,874","±11,167","4,224,874","(X)",2020
"Car, truck, or van -- drove alone","Virginia","3,163,869","±11,512","74.90%","±0.2",2020
"Car, truck, or van -- carpooled","Virginia","377,552","±5,490","8.90%","±0.1",2020
"Public transportation (excluding taxicab)","Virginia","168,784","±3,805","4.00%","±0.1",2020
"Walked","Virginia","99,528","±2,902","2.40%","±0.1",2020
"Other means","Virginia","73,957","±2,341","1.80%","±0.1",2020
"Worked from home","Virginia","341,184","±5,962","8.10%","±0.1",2020
"Mean travel time to work (minutes)","Virginia","28.6","±0.1","(X)","(X)",2020
"Workers 16 years and over","Washington","3,629,152","±9,021","3,629,152","(X)",2020
"Car, truck, or van -- drove alone","Washington","2,528,438","±9,451","69.70%","±0.2",2020
"Car, truck, or van -- carpooled","Washington","353,428","±5,156","9.70%","±0.1",2020
"Public transportation (excluding taxicab)","Washington","218,379","±4,390","6.00%","±0.1",2020
"Walked","Washington","129,086","±3,659","3.60%","±0.1",2020
"Other means","Washington","73,306","±2,138","2.00%","±0.1",2020
"Worked from home","Washington","326,515","±4,738","9.00%","±0.1",2020
"Mean travel time to work (minutes)","Washington","28","±0.1","(X)","(X)",2020
"Workers 16 years and over","West Virginia","730,395","±4,520","730,395","(X)",2020
"Car, truck, or van -- drove alone","West Virginia","599,101","±5,007","82.00%","±0.4",2020
"Car, truck, or van -- carpooled","West Virginia","63,120","±2,235","8.60%","±0.3",2020
"Public transportation (excluding taxicab)","West Virginia","6,085","±729","0.80%","±0.1",2020
"Walked","West Virginia","20,172","±1,125","2.80%","±0.2",2020
"Other means","West Virginia","8,564","±716","1.20%","±0.1",2020
"Worked from home","West Virginia","33,353","±1,636","4.60%","±0.2",2020
"Mean travel time to work (minutes)","West Virginia","26.1","±0.2","(X)","(X)",2020
"Workers 16 years and over","Wisconsin","2,938,013","±7,098","2,938,013","(X)",2020
"Car, truck, or van -- drove alone","Wisconsin","2,348,369","±8,045","79.90%","±0.2",2020
"Car, truck, or van -- carpooled","Wisconsin","225,669","±3,444","7.70%","±0.1",2020
"Public transportation (excluding taxicab)","Wisconsin","44,890","±1,518","1.50%","±0.1",2020
"Walked","Wisconsin","85,414","±2,319","2.90%","±0.1",2020
"Other means","Wisconsin","43,484","±1,708","1.50%","±0.1",2020
"Worked from home","Wisconsin","190,187","±3,040","6.50%","±0.1",2020
"Mean travel time to work (minutes)","Wisconsin","22.2","±0.1","(X)","(X)",2020
"Workers 16 years and over","Wyoming","284,673","±2,366","284,673","(X)",2020
"Car, truck, or van -- drove alone","Wyoming","220,359","±2,518","77.40%","±0.6",2020
"Car, truck, or van -- carpooled","Wyoming","28,511","±1,429","10.00%","±0.5",2020
"Public transportation (excluding taxicab)","Wyoming","2,812","±454","1.00%","±0.2",2020
