Date,Year,Month,Unit,Production,Animal,Commercial or Federally Inspected,Type of Meat
Jul-1959,1959,7,Million Pounds,,Turkey,Federally Inspected,Poultry
Jun-1959,1959,6,Million Pounds,,Turkey,Federally Inspected,Poultry
May-1959,1959,5,Million Pounds,,Turkey,Federally Inspected,Poultry
Apr-1959,1959,4,Million Pounds,,Turkey,Federally Inspected,Poultry
Mar-1959,1959,3,Million Pounds,,Turkey,Federally Inspected,Poultry
Feb-1959,1959,2,Million Pounds,,Turkey,Federally Inspected,Poultry
Jan-1959,1959,1,Million Pounds,,Turkey,Federally Inspected,Poultry
Dec-1958,1958,12,Million Pounds,,Turkey,Federally Inspected,Poultry
Nov-1958,1958,11,Million Pounds,,Turkey,Federally Inspected,Poultry
Oct-1958,1958,10,Million Pounds,,Turkey,Federally Inspected,Poultry
Sep-1958,1958,9,Million Pounds,,Turkey,Federally Inspected,Poultry
Aug-1958,1958,8,Million Pounds,,Turkey,Federally Inspected,Poultry
Jul-1958,1958,7,Million Pounds,,Turkey,Federally Inspected,Poultry
Jun-1958,1958,6,Million Pounds,,Turkey,Federally Inspected,Poultry
May-1958,1958,5,Million Pounds,,Turkey,Federally Inspected,Poultry
Apr-1958,1958,4,Million Pounds,,Turkey,Federally Inspected,Poultry
Mar-1958,1958,3,Million Pounds,,Turkey,Federally Inspected,Poultry
Feb-1958,1958,2,Million Pounds,,Turkey,Federally Inspected,Poultry
Jan-1958,1958,1,Million Pounds,,Turkey,Federally Inspected,Poultry
Dec-1957,1957,12,Million Pounds,,Turkey,Federally Inspected,Poultry
Nov-1957,1957,11,Million Pounds,,Turkey,Federally Inspected,Poultry
Oct-1957,1957,10,Million Pounds,,Turkey,Federally Inspected,Poultry
Sep-1957,1957,9,Million Pounds,,Turkey,Federally Inspected,Poultry
Aug-1957,1957,8,Million Pounds,,Turkey,Federally Inspected,Poultry
Jul-1957,1957,7,Million Pounds,,Turkey,Federally Inspected,Poultry
Jun-1957,1957,6,Million Pounds,,Turkey,Federally Inspected,Poultry
May-1957,1957,5,Million Pounds,,Turkey,Federally Inspected,Poultry
Apr-1957,1957,4,Million Pounds,,Turkey,Federally Inspected,Poultry
Mar-1957,1957,3,Million Pounds,,Turkey,Federally Inspected,Poultry
Feb-1957,1957,2,Million Pounds,,Turkey,Federally Inspected,Poultry
Jan-1957,1957,1,Million Pounds,,Turkey,Federally Inspected,Poultry
Dec-1956,1956,12,Million Pounds,,Turkey,Federally Inspected,Poultry
Nov-1956,1956,11,Million Pounds,,Turkey,Federally Inspected,Poultry
Oct-1956,1956,10,Million Pounds,,Turkey,Federally Inspected,Poultry
Sep-1956,1956,9,Million Pounds,,Turkey,Federally Inspected,Poultry
Aug-1956,1956,8,Million Pounds,,Turkey,Federally Inspected,Poultry
Jul-1956,1956,7,Million Pounds,,Turkey,Federally Inspected,Poultry
Jun-1956,1956,6,Million Pounds,,Turkey,Federally Inspected,Poultry
May-1956,1956,5,Million Pounds,,Turkey,Federally Inspected,Poultry
Apr-1956,1956,4,Million Pounds,,Turkey,Federally Inspected,Poultry
Mar-1956,1956,3,Million Pounds,,Turkey,Federally Inspected,Poultry
Feb-1956,1956,2,Million Pounds,,Turkey,Federally Inspected,Poultry
Jan-1956,1956,1,Million Pounds,,Turkey,Federally Inspected,Poultry
Dec-1955,1955,12,Million Pounds,,Turkey,Federally Inspected,Poultry
Nov-1955,1955,11,Million Pounds,,Turkey,Federally Inspected,Poultry
Oct-1955,1955,10,Million Pounds,,Turkey,Federally Inspected,Poultry
Sep-1955,1955,9,Million Pounds,,Turkey,Federally Inspected,Poultry
Aug-1955,1955,8,Million Pounds,,Turkey,Federally Inspected,Poultry
Jul-1955,1955,7,Million Pounds,,Turkey,Federally Inspected,Poultry
Jun-1955,1955,6,Million Pounds,,Turkey,Federally Inspected,Poultry
May-1955,1955,5,Million Pounds,,Turkey,Federally Inspected,Poultry
Apr-1955,1955,4,Million Pounds,,Turkey,Federally Inspected,Poultry
Mar-1955,1955,3,Million Pounds,,Turkey,Federally Inspected,Poultry
Feb-1955,1955,2,Million Pounds,,Turkey,Federally Inspected,Poultry
Jan-1955,1955,1,Million Pounds,,Turkey,Federally Inspected,Poultry
Dec-1954,1954,12,Million Pounds,,Turkey,Federally Inspected,Poultry
Nov-1954,1954,11,Million Pounds,,Turkey,Federally Inspected,Poultry
Oct-1954,1954,10,Million Pounds,,Turkey,Federally Inspected,Poultry
Sep-1954,1954,9,Million Pounds,,Turkey,Federally Inspected,Poultry
Aug-1954,1954,8,Million Pounds,,Turkey,Federally Inspected,Poultry
Jul-1954,1954,7,Million Pounds,,Turkey,Federally Inspected,Poultry
Jun-1954,1954,6,Million Pounds,,Turkey,Federally Inspected,Poultry
May-1954,1954,5,Million Pounds,,Turkey,Federally Inspected,Poultry
Apr-1954,1954,4,Million Pounds,,Turkey,Federally Inspected,Poultry
Mar-1954,1954,3,Million Pounds,,Turkey,Federally Inspected,Poultry
Feb-1954,1954,2,Million Pounds,,Turkey,Federally Inspected,Poultry
Jan-1954,1954,1,Million Pounds,,Turkey,Federally Inspected,Poultry
Dec-1953,1953,12,Million Pounds,,Turkey,Federally Inspected,Poultry
Nov-1953,1953,11,Million Pounds,,Turkey,Federally Inspected,Poultry
Oct-1953,1953,10,Million Pounds,,Turkey,Federally Inspected,Poultry
Sep-1953,1953,9,Million Pounds,,Turkey,Federally Inspected,Poultry
Aug-1953,1953,8,Million Pounds,,Turkey,Federally Inspected,Poultry
Jul-1953,1953,7,Million Pounds,,Turkey,Federally Inspected,Poultry
Jun-1953,1953,6,Million Pounds,,Turkey,Federally Inspected,Poultry
May-1953,1953,5,Million Pounds,,Turkey,Federally Inspected,Poultry
Apr-1953,1953,4,Million Pounds,,Turkey,Federally Inspected,Poultry
Mar-1953,1953,3,Million Pounds,,Turkey,Federally Inspected,Poultry
Feb-1953,1953,2,Million Pounds,,Turkey,Federally Inspected,Poultry
Jan-1953,1953,1,Million Pounds,,Turkey,Federally Inspected,Poultry
Dec-1952,1952,12,Million Pounds,,Turkey,Federally Inspected,Poultry
Nov-1952,1952,11,Million Pounds,,Turkey,Federally Inspected,Poultry
Oct-1952,1952,10,Million Pounds,,Turkey,Federally Inspected,Poultry
Sep-1952,1952,9,Million Pounds,,Turkey,Federally Inspected,Poultry
Aug-1952,1952,8,Million Pounds,,Turkey,Federally Inspected,Poultry
Jul-1952,1952,7,Million Pounds,,Turkey,Federally Inspected,Poultry
Jun-1952,1952,6,Million Pounds,,Turkey,Federally Inspected,Poultry
May-1952,1952,5,Million Pounds,,Turkey,Federally Inspected,Poultry
Apr-1952,1952,4,Million Pounds,,Turkey,Federally Inspected,Poultry
Mar-1952,1952,3,Million Pounds,,Turkey,Federally Inspected,Poultry
Feb-1952,1952,2,Million Pounds,,Turkey,Federally Inspected,Poultry
Jan-1952,1952,1,Million Pounds,,Turkey,Federally Inspected,Poultry
Dec-1951,1951,12,Million Pounds,,Turkey,Federally Inspected,Poultry
Nov-1951,1951,11,Million Pounds,,Turkey,Federally Inspected,Poultry
Oct-1951,1951,10,Million Pounds,,Turkey,Federally Inspected,Poultry
Sep-1951,1951,9,Million Pounds,,Turkey,Federally Inspected,Poultry
Aug-1951,1951,8,Million Pounds,,Turkey,Federally Inspected,Poultry
Jul-1951,1951,7,Million Pounds,,Turkey,Federally Inspected,Poultry
Jun-1951,1951,6,Million Pounds,,Turkey,Federally Inspected,Poultry
May-1951,1951,5,Million Pounds,,Turkey,Federally Inspected,Poultry
Apr-1951,1951,4,Million Pounds,,Turkey,Federally Inspected,Poultry
Mar-1951,1951,3,Million Pounds,,Turkey,Federally Inspected,Poultry
Feb-1951,1951,2,Million Pounds,,Turkey,Federally Inspected,Poultry
Jan-1951,1951,1,Million Pounds,,Turkey,Federally Inspected,Poultry
Dec-1950,1950,12,Million Pounds,,Turkey,Federally Inspected,Poultry
Nov-1950,1950,11,Million Pounds,,Turkey,Federally Inspected,Poultry
Oct-1950,1950,10,Million Pounds,,Turkey,Federally Inspected,Poultry
Sep-1950,1950,9,Million Pounds,,Turkey,Federally Inspected,Poultry
Aug-1950,1950,8,Million Pounds,,Turkey,Federally Inspected,Poultry
Jul-1950,1950,7,Million Pounds,,Turkey,Federally Inspected,Poultry
Jun-1950,1950,6,Million Pounds,,Turkey,Federally Inspected,Poultry
May-1950,1950,5,Million Pounds,,Turkey,Federally Inspected,Poultry
Apr-1950,1950,4,Million Pounds,,Turkey,Federally Inspected,Poultry
Mar-1950,1950,3,Million Pounds,,Turkey,Federally Inspected,Poultry
Feb-1950,1950,2,Million Pounds,,Turkey,Federally Inspected,Poultry
Jan-1950,1950,1,Million Pounds,,Turkey,Federally Inspected,Poultry
Dec-1949,1949,12,Million Pounds,,Turkey,Federally Inspected,Poultry
Nov-1949,1949,11,Million Pounds,,Turkey,Federally Inspected,Poultry
Oct-1949,1949,10,Million Pounds,,Turkey,Federally Inspected,Poultry
Sep-1949,1949,9,Million Pounds,,Turkey,Federally Inspected,Poultry
Aug-1949,1949,8,Million Pounds,,Turkey,Federally Inspected,Poultry
Jul-1949,1949,7,Million Pounds,,Turkey,Federally Inspected,Poultry
Jun-1949,1949,6,Million Pounds,,Turkey,Federally Inspected,Poultry
May-1949,1949,5,Million Pounds,,Turkey,Federally Inspected,Poultry
Apr-1949,1949,4,Million Pounds,,Turkey,Federally Inspected,Poultry
Mar-1949,1949,3,Million Pounds,,Turkey,Federally Inspected,Poultry
Feb-1949,1949,2,Million Pounds,,Turkey,Federally Inspected,Poultry
Jan-1949,1949,1,Million Pounds,,Turkey,Federally Inspected,Poultry
Dec-1948,1948,12,Million Pounds,,Turkey,Federally Inspected,Poultry
Nov-1948,1948,11,Million Pounds,,Turkey,Federally Inspected,Poultry
Oct-1948,1948,10,Million Pounds,,Turkey,Federally Inspected,Poultry
Sep-1948,1948,9,Million Pounds,,Turkey,Federally Inspected,Poultry
Aug-1948,1948,8,Million Pounds,,Turkey,Federally Inspected,Poultry
Jul-1948,1948,7,Million Pounds,,Turkey,Federally Inspected,Poultry
Jun-1948,1948,6,Million Pounds,,Turkey,Federally Inspected,Poultry
May-1948,1948,5,Million Pounds,,Turkey,Federally Inspected,Poultry
Apr-1948,1948,4,Million Pounds,,Turkey,Federally Inspected,Poultry
Mar-1948,1948,3,Million Pounds,,Turkey,Federally Inspected,Poultry
Feb-1948,1948,2,Million Pounds,,Turkey,Federally Inspected,Poultry
Jan-1948,1948,1,Million Pounds,,Turkey,Federally Inspected,Poultry
Dec-1947,1947,12,Million Pounds,,Turkey,Federally Inspected,Poultry
Nov-1947,1947,11,Million Pounds,,Turkey,Federally Inspected,Poultry
Oct-1947,1947,10,Million Pounds,,Turkey,Federally Inspected,Poultry
Sep-1947,1947,9,Million Pounds,,Turkey,Federally Inspected,Poultry
Aug-1947,1947,8,Million Pounds,,Turkey,Federally Inspected,Poultry
Jul-1947,1947,7,Million Pounds,,Turkey,Federally Inspected,Poultry
Jun-1947,1947,6,Million Pounds,,Turkey,Federally Inspected,Poultry
May-1947,1947,5,Million Pounds,,Turkey,Federally Inspected,Poultry
Apr-1947,1947,4,Million Pounds,,Turkey,Federally Inspected,Poultry
Mar-1947,1947,3,Million Pounds,,Turkey,Federally Inspected,Poultry
Feb-1947,1947,2,Million Pounds,,Turkey,Federally Inspected,Poultry
Jan-1947,1947,1,Million Pounds,,Turkey,Federally Inspected,Poultry
Dec-1946,1946,12,Million Pounds,,Turkey,Federally Inspected,Poultry
Nov-1946,1946,11,Million Pounds,,Turkey,Federally Inspected,Poultry
Oct-1946,1946,10,Million Pounds,,Turkey,Federally Inspected,Poultry
Sep-1946,1946,9,Million Pounds,,Turkey,Federally Inspected,Poultry
Aug-1946,1946,8,Million Pounds,,Turkey,Federally Inspected,Poultry
Jul-1946,1946,7,Million Pounds,,Turkey,Federally Inspected,Poultry
Jun-1946,1946,6,Million Pounds,,Turkey,Federally Inspected,Poultry
May-1946,1946,5,Million Pounds,,Turkey,Federally Inspected,Poultry
Apr-1946,1946,4,Million Pounds,,Turkey,Federally Inspected,Poultry
Mar-1946,1946,3,Million Pounds,,Turkey,Federally Inspected,Poultry
Feb-1946,1946,2,Million Pounds,,Turkey,Federally Inspected,Poultry
Jan-1946,1946,1,Million Pounds,,Turkey,Federally Inspected,Poultry
Dec-1945,1945,12,Million Pounds,,Turkey,Federally Inspected,Poultry
Nov-1945,1945,11,Million Pounds,,Turkey,Federally Inspected,Poultry
Oct-1945,1945,10,Million Pounds,,Turkey,Federally Inspected,Poultry
Sep-1945,1945,9,Million Pounds,,Turkey,Federally Inspected,Poultry
Aug-1945,1945,8,Million Pounds,,Turkey,Federally Inspected,Poultry
Jul-1945,1945,7,Million Pounds,,Turkey,Federally Inspected,Poultry
Jun-1945,1945,6,Million Pounds,,Turkey,Federally Inspected,Poultry
May-1945,1945,5,Million Pounds,,Turkey,Federally Inspected,Poultry
Apr-1945,1945,4,Million Pounds,,Turkey,Federally Inspected,Poultry
Mar-1945,1945,3,Million Pounds,,Turkey,Federally Inspected,Poultry
Feb-1945,1945,2,Million Pounds,,Turkey,Federally Inspected,Poultry
Jan-1945,1945,1,Million Pounds,,Turkey,Federally Inspected,Poultry
Dec-1944,1944,12,Million Pounds,,Turkey,Federally Inspected,Poultry
Nov-1944,1944,11,Million Pounds,,Turkey,Federally Inspected,Poultry
Oct-1944,1944,10,Million Pounds,,Turkey,Federally Inspected,Poultry
Sep-1944,1944,9,Million Pounds,,Turkey,Federally Inspected,Poultry
Aug-1944,1944,8,Million Pounds,,Turkey,Federally Inspected,Poultry
Jul-1944,1944,7,Million Pounds,,Turkey,Federally Inspected,Poultry
Jun-1944,1944,6,Million Pounds,,Turkey,Federally Inspected,Poultry
May-1944,1944,5,Million Pounds,,Turkey,Federally Inspected,Poultry
Apr-1944,1944,4,Million Pounds,,Turkey,Federally Inspected,Poultry
Mar-1944,1944,3,Million Pounds,,Turkey,Federally Inspected,Poultry
Feb-1944,1944,2,Million Pounds,,Turkey,Federally Inspected,Poultry
Jan-1944,1944,1,Million Pounds,,Turkey,Federally Inspected,Poultry
Dec-1943,1943,12,Million Pounds,,Turkey,Federally Inspected,Poultry
Nov-1943,1943,11,Million Pounds,,Turkey,Federally Inspected,Poultry
Oct-1943,1943,10,Million Pounds,,Turkey,Federally Inspected,Poultry
Sep-1943,1943,9,Million Pounds,,Turkey,Federally Inspected,Poultry
Aug-1943,1943,8,Million Pounds,,Turkey,Federally Inspected,Poultry
Jul-1943,1943,7,Million Pounds,,Turkey,Federally Inspected,Poultry
Jun-1943,1943,6,Million Pounds,,Turkey,Federally Inspected,Poultry
May-1943,1943,5,Million Pounds,,Turkey,Federally Inspected,Poultry
Apr-1943,1943,4,Million Pounds,,Turkey,Federally Inspected,Poultry
Mar-1943,1943,3,Million Pounds,,Turkey,Federally Inspected,Poultry
Feb-1943,1943,2,Million Pounds,,Turkey,Federally Inspected,Poultry
Jan-1943,1943,1,Million Pounds,,Turkey,Federally Inspected,Poultry
Dec-1942,1942,12,Million Pounds,,Turkey,Federally Inspected,Poultry
Nov-1942,1942,11,Million Pounds,,Turkey,Federally Inspected,Poultry
Oct-1942,1942,10,Million Pounds,,Turkey,Federally Inspected,Poultry
Sep-1942,1942,9,Million Pounds,,Turkey,Federally Inspected,Poultry
Aug-1942,1942,8,Million Pounds,,Turkey,Federally Inspected,Poultry
Jul-1942,1942,7,Million Pounds,,Turkey,Federally Inspected,Poultry
Jun-1942,1942,6,Million Pounds,,Turkey,Federally Inspected,Poultry
May-1942,1942,5,Million Pounds,,Turkey,Federally Inspected,Poultry
Apr-1942,1942,4,Million Pounds,,Turkey,Federally Inspected,Poultry
Mar-1942,1942,3,Million Pounds,,Turkey,Federally Inspected,Poultry
Feb-1942,1942,2,Million Pounds,,Turkey,Federally Inspected,Poultry
Jan-1942,1942,1,Million Pounds,,Turkey,Federally Inspected,Poultry
Dec-1941,1941,12,Million Pounds,,Turkey,Federally Inspected,Poultry
Nov-1941,1941,11,Million Pounds,,Turkey,Federally Inspected,Poultry
Oct-1941,1941,10,Million Pounds,,Turkey,Federally Inspected,Poultry
Sep-1941,1941,9,Million Pounds,,Turkey,Federally Inspected,Poultry
Aug-1941,1941,8,Million Pounds,,Turkey,Federally Inspected,Poultry
Jul-1941,1941,7,Million Pounds,,Turkey,Federally Inspected,Poultry
Jun-1941,1941,6,Million Pounds,,Turkey,Federally Inspected,Poultry
May-1941,1941,5,Million Pounds,,Turkey,Federally Inspected,Poultry
Apr-1941,1941,4,Million Pounds,,Turkey,Federally Inspected,Poultry
Mar-1941,1941,3,Million Pounds,,Turkey,Federally Inspected,Poultry
Feb-1941,1941,2,Million Pounds,,Turkey,Federally Inspected,Poultry
Jan-1941,1941,1,Million Pounds,,Turkey,Federally Inspected,Poultry
Dec-1940,1940,12,Million Pounds,,Turkey,Federally Inspected,Poultry
Nov-1940,1940,11,Million Pounds,,Turkey,Federally Inspected,Poultry
Oct-1940,1940,10,Million Pounds,,Turkey,Federally Inspected,Poultry
Sep-1940,1940,9,Million Pounds,,Turkey,Federally Inspected,Poultry
Aug-1940,1940,8,Million Pounds,,Turkey,Federally Inspected,Poultry
Jul-1940,1940,7,Million Pounds,,Turkey,Federally Inspected,Poultry
Jun-1940,1940,6,Million Pounds,,Turkey,Federally Inspected,Poultry
May-1940,1940,5,Million Pounds,,Turkey,Federally Inspected,Poultry
Apr-1940,1940,4,Million Pounds,,Turkey,Federally Inspected,Poultry
Mar-1940,1940,3,Million Pounds,,Turkey,Federally Inspected,Poultry
Feb-1940,1940,2,Million Pounds,,Turkey,Federally Inspected,Poultry
Jan-1940,1940,1,Million Pounds,,Turkey,Federally Inspected,Poultry
Dec-1939,1939,12,Million Pounds,,Turkey,Federally Inspected,Poultry
Nov-1939,1939,11,Million Pounds,,Turkey,Federally Inspected,Poultry
Oct-1939,1939,10,Million Pounds,,Turkey,Federally Inspected,Poultry
Sep-1939,1939,9,Million Pounds,,Turkey,Federally Inspected,Poultry
Aug-1939,1939,8,Million Pounds,,Turkey,Federally Inspected,Poultry
Jul-1939,1939,7,Million Pounds,,Turkey,Federally Inspected,Poultry
Jun-1939,1939,6,Million Pounds,,Turkey,Federally Inspected,Poultry
May-1939,1939,5,Million Pounds,,Turkey,Federally Inspected,Poultry
Apr-1939,1939,4,Million Pounds,,Turkey,Federally Inspected,Poultry
Mar-1939,1939,3,Million Pounds,,Turkey,Federally Inspected,Poultry
Feb-1939,1939,2,Million Pounds,,Turkey,Federally Inspected,Poultry
Jan-1939,1939,1,Million Pounds,,Turkey,Federally Inspected,Poultry
Dec-1938,1938,12,Million Pounds,,Turkey,Federally Inspected,Poultry
Nov-1938,1938,11,Million Pounds,,Turkey,Federally Inspected,Poultry
Oct-1938,1938,10,Million Pounds,,Turkey,Federally Inspected,Poultry
Sep-1938,1938,9,Million Pounds,,Turkey,Federally Inspected,Poultry
Aug-1938,1938,8,Million Pounds,,Turkey,Federally Inspected,Poultry
Jul-1938,1938,7,Million Pounds,,Turkey,Federally Inspected,Poultry
Jun-1938,1938,6,Million Pounds,,Turkey,Federally Inspected,Poultry
May-1938,1938,5,Million Pounds,,Turkey,Federally Inspected,Poultry
Apr-1938,1938,4,Million Pounds,,Turkey,Federally Inspected,Poultry
Mar-1938,1938,3,Million Pounds,,Turkey,Federally Inspected,Poultry
Feb-1938,1938,2,Million Pounds,,Turkey,Federally Inspected,Poultry
Jan-1938,1938,1,Million Pounds,,Turkey,Federally Inspected,Poultry
Dec-1937,1937,12,Million Pounds,,Turkey,Federally Inspected,Poultry
Nov-1937,1937,11,Million Pounds,,Turkey,Federally Inspected,Poultry
Oct-1937,1937,10,Million Pounds,,Turkey,Federally Inspected,Poultry
Sep-1937,1937,9,Million Pounds,,Turkey,Federally Inspected,Poultry
Aug-1937,1937,8,Million Pounds,,Turkey,Federally Inspected,Poultry
Jul-1937,1937,7,Million Pounds,,Turkey,Federally Inspected,Poultry
Jun-1937,1937,6,Million Pounds,,Turkey,Federally Inspected,Poultry
May-1937,1937,5,Million Pounds,,Turkey,Federally Inspected,Poultry
Apr-1937,1937,4,Million Pounds,,Turkey,Federally Inspected,Poultry
Mar-1937,1937,3,Million Pounds,,Turkey,Federally Inspected,Poultry
Feb-1937,1937,2,Million Pounds,,Turkey,Federally Inspected,Poultry
Jan-1937,1937,1,Million Pounds,,Turkey,Federally Inspected,Poultry
Dec-1936,1936,12,Million Pounds,,Turkey,Federally Inspected,Poultry
Nov-1936,1936,11,Million Pounds,,Turkey,Federally Inspected,Poultry
Oct-1936,1936,10,Million Pounds,,Turkey,Federally Inspected,Poultry
Sep-1936,1936,9,Million Pounds,,Turkey,Federally Inspected,Poultry
Aug-1936,1936,8,Million Pounds,,Turkey,Federally Inspected,Poultry
Jul-1936,1936,7,Million Pounds,,Turkey,Federally Inspected,Poultry
Jun-1936,1936,6,Million Pounds,,Turkey,Federally Inspected,Poultry
May-1936,1936,5,Million Pounds,,Turkey,Federally Inspected,Poultry
Apr-1936,1936,4,Million Pounds,,Turkey,Federally Inspected,Poultry
Mar-1936,1936,3,Million Pounds,,Turkey,Federally Inspected,Poultry
Feb-1936,1936,2,Million Pounds,,Turkey,Federally Inspected,Poultry
Jan-1936,1936,1,Million Pounds,,Turkey,Federally Inspected,Poultry
Dec-1935,1935,12,Million Pounds,,Turkey,Federally Inspected,Poultry
Nov-1935,1935,11,Million Pounds,,Turkey,Federally Inspected,Poultry
Oct-1935,1935,10,Million Pounds,,Turkey,Federally Inspected,Poultry
Sep-1935,1935,9,Million Pounds,,Turkey,Federally Inspected,Poultry
Aug-1935,1935,8,Million Pounds,,Turkey,Federally Inspected,Poultry
Jul-1935,1935,7,Million Pounds,,Turkey,Federally Inspected,Poultry
Jun-1935,1935,6,Million Pounds,,Turkey,Federally Inspected,Poultry
May-1935,1935,5,Million Pounds,,Turkey,Federally Inspected,Poultry
Apr-1935,1935,4,Million Pounds,,Turkey,Federally Inspected,Poultry
Mar-1935,1935,3,Million Pounds,,Turkey,Federally Inspected,Poultry
Feb-1935,1935,2,Million Pounds,,Turkey,Federally Inspected,Poultry
Jan-1935,1935,1,Million Pounds,,Turkey,Federally Inspected,Poultry
